사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
2025-01,경부선,1005,대방,368,5,"4,040","1,836","7,624","7,547","19,550","27,763","25,034","37,618","14,737","17,587","11,924","9,977","12,147","9,598","12,964","10,801","13,376","12,008","13,541","10,904","14,057","12,683","14,530","15,464","25,175","20,667","32,358","29,208","12,076","17,957","8,939","13,078","7,476","12,282","5,143","10,835","1,597","6,612",86,"1,387",1,26,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1006,영등포,"3,001",116,"12,659","5,696","14,293","20,740","33,698","48,361","49,664","107,912","36,774","82,943","37,655","70,130","44,676","78,386","54,693","87,333","59,266","91,809","60,424","82,328","86,816","78,952","99,624","79,304","112,455","85,222","147,926","99,022","87,877","61,959","89,429","36,211","69,167","28,315","54,089","22,750","22,518","13,069",734,"3,574",1,27,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1007,신도림,324,5,"1,460",729,"2,748","2,459","6,842","5,877","8,531","12,487","5,420","6,550","4,167","4,549","4,233","4,699","4,467","5,104","4,704","5,766","4,741","5,316","5,164","6,183","6,101","6,754","9,548","9,012","11,974","11,468","5,832","6,578","5,279","4,056","4,392","3,847","3,777","3,006","1,635","1,973",59,"1,020",0,2,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1032,신길,608,5,"7,476","1,094","8,984","3,674","19,534","15,409","28,157","25,209","15,948","9,667","10,756","6,533","9,306","6,326","11,482","7,360","10,833","7,962","10,036","8,180","9,968","9,526","11,253","11,260","17,149","14,593","24,614","20,161","9,162","13,952","6,662","10,494","5,642","10,759","4,296","8,780","1,585","5,492",98,"1,504",0,20,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1701,구로,"8,212",42,"15,609","3,414","15,335","12,229","29,615","25,914","30,445","57,040","23,029","33,399","19,397","25,839","20,530","25,051","21,951","22,855","23,838","23,885","25,340","22,579","29,072","25,275","32,208","27,232","46,724","32,758","47,269","34,956","21,917","25,264","18,750","17,829","15,584","17,247","9,693","14,398","4,237","11,085",62,"9,559",0,37,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1702,가산디지털단지,883,9,"5,232","2,078","6,633","10,754","13,071","51,254","15,343","136,109","10,748","66,283","10,011","22,005","11,992","15,967","14,108","16,593","16,046","17,350","17,542","16,493","21,371","16,739","30,054","18,454","72,126","22,005","98,786","25,747","40,878","19,014","24,316","12,299","19,477","11,596","12,792","10,580","5,283","6,051",175,"1,041",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1703,금천구청,337,6,"8,811","1,080","14,477","4,995","34,197","12,551","32,659","25,181","19,922","10,081","14,966","8,328","14,980","9,363","15,041","11,062","14,472","12,538","13,441","12,241","13,075","15,887","14,322","19,941","15,470","25,953","23,730","38,082","9,067","27,373","7,042","14,053","5,708","14,832","3,774","11,757","1,252","7,333",70,639,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1704,석수,164,0,"6,034","1,959","12,646","4,865","27,656","8,912","26,464","11,080","14,990","8,632","12,128","7,126","10,855","5,491","11,493","6,389","11,042","7,311","10,267","7,968","10,994","9,863","11,700","11,797","14,009","16,791","12,386","25,849","7,240","20,588","5,115","12,561","4,043","12,138","2,629","10,615",975,"6,153",48,492,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1705,관악,105,2,"6,453","1,122","11,093","3,509","26,201","5,676","22,987","9,759","12,823","8,896","10,079","8,171","9,094","6,741","11,084","6,784","10,705","6,849","9,484","7,723","9,401","8,842","10,257","11,564","10,228","15,521","9,259","23,913","5,526","18,155","3,967","10,507","3,373","10,141","2,147","8,519",888,"6,085",55,569,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1706,안양,284,9,"12,897","2,029","30,233","9,451","72,016","15,102","60,980","26,602","35,232","20,314","28,363","19,675","28,546","24,880","30,657","26,072","30,702","31,267","30,053","28,053","31,746","35,186","34,593","38,938","33,552","51,389","31,340","75,387","20,335","55,985","16,933","34,186","15,697","27,332","12,461","21,704","5,872","16,139",312,"2,421",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1707,명학,91,8,"5,560","1,607","9,053","6,521","20,770","21,497","17,395","41,888","9,838","11,342","7,919","6,813","7,831","5,036","8,906","6,287","9,317","7,255","8,419","6,324","9,238","7,054","11,889","7,954","21,573","10,865","30,634","16,952","9,218","15,032","8,121","8,450","5,040","7,174","3,125","6,860","1,351","5,173",105,995,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1708,금정,419,8,"19,976","4,147","33,051","18,524","74,935","41,054","74,279","79,798","46,309","31,747","35,587","22,178","34,225","24,358","36,505","26,057","34,670","28,555","32,953","29,553","34,933","38,041","40,348","44,198","61,747","60,153","68,259","82,084","33,333","66,857","26,298","42,448","20,814","39,576","14,670","32,536","7,121","21,935",516,"8,762",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1709,군포,12,0,"4,254","2,097","7,166","9,093","15,081","27,968","14,034","33,474","8,372","7,500","6,907","4,409","7,368","4,396","7,598","4,835","7,300","5,387","6,769","5,605","7,674","6,929","9,758","7,043","21,656","9,766","28,541","11,962","9,379","10,843","7,174","6,890","3,742","5,694","2,243","5,048","1,012","3,070",55,542,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1710,의왕,71,2,"5,659","1,869","11,208","7,463","23,920","25,909","22,306","24,038","12,257","9,224","9,862","5,740","10,238","6,455","10,918","6,615","10,117","8,116","9,940","7,390","10,433","10,049","13,928","12,619","23,938","15,998","21,383","24,128","9,954","17,342","7,290","12,052","5,439","9,962","3,349","8,686","1,614","6,217",110,"1,121",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1711,성균관대,172,5,"7,701","2,081","24,300","6,203","57,508","7,952","47,194","16,999","24,248","12,949","20,177","11,547","18,596","13,386","19,852","13,922","18,368","16,382","17,801","15,942","18,845","20,202","20,781","24,540","23,149","35,348","21,565","55,019","13,804","42,149","11,048","27,264","10,136","22,847","8,179","19,909","3,903","14,373",281,"2,320",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1712,화서,289,15,"7,485",916,"21,145","3,473","39,088","5,451","29,232","11,354","13,790","12,175","11,737","12,066","12,187","18,853","12,782","21,457","14,246","24,827","17,074","23,034","21,158","23,065","25,448","22,404","25,696","26,861","24,817","41,054","18,427","29,578","14,907","17,087","13,630","12,687","11,026","11,393","1,800","7,741",90,"1,254",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1713,수원,"1,727",84,"18,078","4,010","31,727","26,659","62,563","43,024","54,473","57,029","42,059","58,456","43,508","63,031","49,872","70,692","54,914","82,227","59,373","78,534","60,982","78,945","73,336","80,837","86,900","85,652","85,748","92,809","95,628","118,520","74,029","82,125","80,270","49,696","61,262","38,871","54,410","29,799","21,672","20,228",724,"6,492",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1714,독산,435,6,"6,723","2,026","15,474","12,325","39,882","38,913","37,618","79,080","20,834","35,536","16,844","13,570","16,935","11,426","17,951","12,819","17,878","13,849","17,370","12,151","18,723","16,113","28,244","18,286","50,314","24,192","56,910","39,925","24,545","31,667","14,656","18,909","10,294","18,648","6,468","17,089","2,182","9,579",99,756,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1715,세류,439,4,"3,433",658,"8,184","2,702","14,901","3,422","8,921","3,802","5,296","2,654","4,925","2,748","4,676","3,166","4,664","3,226","4,314","3,305","4,000","3,642","4,334","4,188","5,519","5,466","6,678","7,078","5,005","11,694","2,941","8,952","2,371","7,072","1,991","6,903","1,054","4,282",402,"2,652",7,869,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1716,병점,"3,021",26,"7,149","2,677","24,423","10,454","40,190","17,914","32,483","20,890","24,063","12,780","23,561","10,645","23,409","13,295","24,895","13,738","21,875","15,657","20,846","18,446","22,963","21,886","24,079","26,307","28,832","35,055","27,166","44,871","15,139","37,105","12,184","28,321","10,017","21,942","7,163","21,683","2,506","14,292",33,"6,380",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1717,세마,188,2,"1,969","1,116","5,681","3,120","8,001","4,145","7,479","8,542","6,013","2,101","4,706","1,915","4,396","2,441","4,574","2,421","5,091","3,131","4,519","3,210","4,859","2,987","6,171","5,789","6,800","6,426","7,523","8,479","2,930","7,334","1,893","5,403","1,609","4,505","1,128","4,288",505,"2,152",51,201,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1718,오산대,161,0,"2,967",850,"6,256","2,121","10,367","3,649","8,389","5,757","5,632","2,358","5,117","2,638","4,904","2,919","4,935","3,026","5,291","3,991","4,658","4,039","4,616","3,857","5,305","5,829","6,362","7,570","7,856","11,793","3,280","8,767","2,830","5,666","2,703","4,880","1,811","4,197",973,"2,582",101,212,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1719,오산,258,2,"6,243","1,539","13,357","8,211","20,375","22,137","20,755","16,636","16,773","11,067","17,896","11,076","17,621","10,598","18,993","13,462","17,305","14,496","16,742","14,877","16,871","17,957","19,526","21,100","22,243","24,028","23,532","27,738","13,492","22,372","10,355","17,025","7,457","13,133","4,437","9,748","2,132","7,716",131,565,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1720,진위,65,2,706,321,"1,357","2,399","2,234","6,925","2,003","6,077","1,760","2,302","1,837","1,756","1,752","1,044","1,700","1,061","1,946","1,182","1,947","1,237","3,136","1,560","3,045","1,680","6,454","1,938","6,703","2,241","2,592","2,100","1,194","1,406",797,"1,221",467,970,197,727,9,48,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1721,송탄,59,1,"4,601",733,"6,757","2,773","10,545","4,725","9,556","6,066","8,447","3,810","7,502","3,663","7,646","4,577","7,884","4,775","7,649","5,763","6,692","6,276","7,335","7,090","7,441","8,552","7,983","10,633","8,853","11,352","4,909","11,480","3,435","8,719","3,006","8,008","1,723","5,994",770,"5,577",54,471,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1722,서정리,62,1,"4,151","3,445","10,461","6,061","13,534","12,019","13,085","14,659","12,287","7,238","12,388","6,658","12,429","7,224","13,665","9,040","11,697","10,822","12,214","10,278","14,069","12,064","16,575","16,869","25,643","17,789","17,289","17,724","10,112","17,034","7,452","12,749","6,333","10,092","3,947","9,898","2,216","7,389",90,677,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1723,평택지제,6,2,"2,268","4,715","4,523","7,702","8,448","10,016","7,359","6,317","5,641","4,837","5,822","3,516","5,775","4,132","6,886","4,452","4,874","4,441","5,235","4,657","7,344","5,949","7,691","6,557","13,696","8,236","9,067","9,281","6,964","8,146","4,962","5,874","4,236","5,356","4,659","4,941","2,319","3,156",43,271,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1724,평택,67,1,"6,721","2,583","11,595","7,640","20,148","12,303","19,953","19,542","21,301","18,412","23,022","15,988","21,916","21,001","22,474","23,539","24,335","22,843","24,169","25,061","24,631","25,387","27,080","29,191","29,168","30,487","26,000","35,197","19,528","22,269","19,112","20,302","13,053","13,856","12,111","11,660","6,335","6,118",93,"2,060",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1725,성환,12,0,"1,866",563,"2,816","2,195","4,873","8,819","5,879","8,553","6,662","5,005","6,879","4,376","6,223","4,321","6,505","6,179","10,246","5,808","7,407","5,285","6,920","6,036","9,335","6,384","13,053","8,122","8,590","7,144","3,484","5,884","2,744","5,420","1,581","4,577",945,"4,963",566,"4,086",74,896,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1726,직산,29,3,741,286,"1,529","1,042","1,743","2,789","1,778","2,966","1,794",907,"1,589",974,"1,672",876,"1,455","1,100","1,509","1,207","1,344","1,227","1,679","1,256","1,495","1,659","3,483","2,006","3,078","2,294","1,035","2,010",789,"1,235",616,"1,173",287,"1,041",149,897,33,129,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1727,두정,781,8,"4,704","1,322","8,782","3,718","13,607","6,206","12,675","8,897","12,109","9,652","10,887","7,852","10,662","8,842","11,273","9,757","10,893","11,689","11,047","9,855","11,994","9,428","12,142","13,339","13,991","14,860","14,304","19,360","8,410","14,299","6,296","11,528","5,454","8,516","3,948","9,150","2,339","7,018",53,"2,061",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1728,천안,"1,275",5,"2,467",582,"5,105","2,794","8,478","4,905","8,573","9,259","12,934","10,431","11,505","9,876","13,416","12,577","12,547","13,804","12,959","14,266","15,526","13,206","13,643","14,046","14,030","13,847","13,824","17,276","12,672","15,926","9,037","10,345","7,208","8,085","5,222","5,818","3,170","4,716","1,938","2,737",20,"2,058",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1729,당정,19,0,"3,592",724,"9,677","2,522","20,577","7,581","17,000","11,799","10,743","5,228","7,748","3,740","7,766","4,199","8,610","4,331","7,809","5,027","7,063","5,301","7,477","6,713","7,472","8,327","9,336","11,661","11,270","17,282","4,841","15,189","3,639","10,040","2,827","8,042","2,306","8,389",946,"5,348",69,960,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1749,서동탄,1,0,"1,284",3,"4,816",522,"9,148","1,229","2,902","1,097","2,395",829,"1,893",658,"2,071","1,035","1,827",977,"1,663","1,131","1,566","1,238","1,825","1,941","1,550","2,206","1,706","2,601","1,827","4,755",725,"5,223",687,"2,401",389,"1,651",309,"2,220",120,"1,303",4,986,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경부선,1750,광명,0,0,14,"1,400","3,003","3,155","9,082","6,138","8,733","7,189","5,729","5,926","4,217","3,803","7,868","2,480","5,732","7,969","5,359",355,"3,636","8,488","6,564","3,803","7,981","5,114","9,517","6,822","9,813","11,122","7,914","6,396","2,761","4,308","7,128","2,909","2,459","4,110",976,59,2,1,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1801,개봉,"1,092",4,"15,084","4,574","31,950","10,658","74,173","12,027","71,142","18,708","43,661","17,904","33,816","15,536","31,538","19,717","32,689","23,413","31,327","25,329","27,202","27,681","27,453","34,619","28,853","42,529","28,310","56,075","26,305","76,406","17,084","60,530","14,870","37,392","12,055","33,302","9,275","27,355","4,424","15,854",75,"1,371",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1802,오류동,362,4,"10,676","1,295","15,116","3,916","37,811","4,786","38,469","9,713","24,494","9,618","19,611","7,878","18,675","8,821","19,316","11,533","17,719","12,596","15,383","13,889","15,026","16,858","14,243","19,934","13,416","25,366","11,978","36,928","7,646","31,864","5,733","19,748","4,651","17,913","3,596","15,464","1,509","9,888",48,"1,282",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1803,역곡,707,5,"24,433","2,193","38,039","8,178","92,361","11,274","88,909","24,734","53,934","20,664","38,568","18,136","36,263","20,451","37,736","25,610","35,940","27,138","30,699","29,861","30,032","37,684","30,570","50,092","31,140","62,949","29,170","96,583","18,890","76,934","14,805","43,883","12,337","42,427","9,553","35,339","4,031","23,517",238,"2,921",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1804,부천,"2,529",32,"32,915","3,334","36,334","9,791","81,516","14,616","83,344","32,320","54,567","34,942","43,512","38,850","46,412","40,673","48,662","50,842","49,894","54,798","50,150","51,770","54,071","57,117","55,596","61,385","51,849","80,214","52,921","98,836","34,202","78,993","28,028","50,059","25,037","44,397","20,809","36,393","10,527","24,384",717,"4,527",0,21,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1805,송내,"1,299",15,"13,976","6,601","33,292","12,759","86,357","22,553","71,988","60,277","41,973","34,868","32,824","21,013","36,276","20,314","34,740","23,270","32,535","25,130","30,873","25,962","31,198","29,613","34,283","37,264","41,305","52,918","61,962","77,208","25,646","69,094","19,292","41,956","16,470","36,635","12,056","30,166","5,833","19,443",548,"3,200",0,29,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1806,부평,"7,865",52,"20,765","3,325","31,521","8,333","70,970","15,957","64,765","29,019","42,566","34,650","37,526","34,151","40,184","40,987","44,469","48,744","45,148","55,175","46,280","58,820","51,521","55,197","55,289","66,473","57,778","76,667","52,122","105,862","38,327","83,406","35,636","49,275","33,563","41,817","30,031","32,776","17,910","21,024","3,049","6,962",13,61,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1807,백운,109,23,"7,856",981,"12,826","2,316","24,014","3,409","22,700","7,402","14,061","5,726","12,300","5,611","12,007","7,196","11,964","7,622","11,296","8,256","10,017","9,290","9,266","10,731","9,374","13,478","8,912","16,547","7,878","22,500","4,425","20,389","3,602","12,320","3,156","11,026","2,320","9,239","1,032","5,971",136,"2,112",0,15,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1808,동암,340,4,"17,217","2,545","24,217","5,903","47,136","10,590","45,288","14,167","28,248","12,815","24,586","13,341","23,699","16,432","25,293","18,195","23,601","18,433","21,415","19,445","20,999","23,867","21,443","29,258","22,005","39,016","19,926","50,347","12,816","43,843","10,548","29,032","9,195","25,662","6,986","21,481","3,461","12,994",373,"4,020",3,23,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1809,주안,904,26,"12,546","2,632","24,492","6,362","50,071","13,665","43,935","21,641","30,300","16,496","25,874","15,515","28,759","15,929","31,045","18,581","27,843","19,469","26,562","20,717","27,338","23,227","28,787","28,689","31,850","34,502","29,037","50,430","18,168","48,956","16,305","29,410","14,900","25,471","11,475","22,457","6,121","16,293",715,"5,129",7,28,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1810,제물포,602,11,"6,281","1,649","14,544","4,588","30,432","9,202","25,017","21,567","16,983","11,579","15,051","8,701","15,577","8,166","15,431","10,484","15,319","11,544","13,478","11,044","14,150","13,066","16,166","16,210","18,052","19,207","18,834","26,662","7,899","24,234","6,668","14,478","4,991","13,152","3,494","12,334","1,306","8,879",75,"2,843",0,16,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1811,동인천,"1,513",29,"6,111","2,128","15,040","8,439","33,607","17,624","26,527","23,521","18,999","14,938","18,499","15,995","19,931","18,451","22,388","19,635","22,185","21,524","22,121","20,076","24,620","21,378","26,315","22,914","31,514","24,909","30,881","30,311","14,576","28,413","11,572","17,881","8,929","14,210","6,198","13,100","2,450","8,649",16,"3,008",0,11,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1812,인천,264,6,919,769,"2,793","2,524","4,372","4,822","4,103","7,539","3,023","4,506","3,461","5,107","4,004","6,783","5,306","7,874","6,668","7,256","8,692","6,394","9,638","4,843","9,924","4,583","11,869","3,753","11,673","3,350","5,330","2,598","3,996","2,076","2,459","1,756","1,334","1,453",451,"1,055",7,870,0,11,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1813,구일,239,1,"4,019","1,719","8,463","5,135","21,254","5,656","18,366","8,957","11,262","7,076","9,277","6,540","9,333","8,029","9,842","11,703","9,322","16,133","9,396","20,298","10,324","25,336","11,914","27,619","11,962","23,798","9,516","25,904","5,167","17,583","16,578","9,925","13,902","9,694","21,638","7,890","11,854","5,267",49,470,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1814,소사,778,17,"11,114","1,803","11,235","4,659","22,510","5,087","21,143","7,642","15,409","6,534","12,700","6,933","12,503","7,333","12,659","8,488","12,165","9,995","10,867","9,353","10,484","11,302","10,714","13,427","10,213","16,053","8,924","21,291","5,738","16,885","3,928","11,193","3,053","10,638","1,999","9,140",994,"6,224",56,"1,539",0,5,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1815,부개,"1,701",7,"8,996","1,018","14,252","2,583","32,042","4,061","27,074","7,503","16,827","6,243","14,021","6,086","13,472","7,673","12,977","8,693","12,860","8,915","10,686","11,081","10,057","12,659","10,543","16,211","9,814","19,339","9,559","26,142","5,562","22,451","4,104","14,021","3,193","12,817","2,210","10,348","1,268","7,423",175,"1,881",0,14,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1816,간석,263,5,"4,799","1,168","9,453","2,625","16,529","3,333","15,178","7,018","9,840","4,478","8,847","4,985","8,674","5,240","9,474","6,130","9,061","7,003","8,088","7,544","7,846","8,241","7,902","10,406","8,343","12,355","8,574","15,925","4,201","14,630","3,723","9,413","2,984","7,356","2,292","6,649","1,097","4,609",171,"1,640",1,6,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1817,도원,537,42,"1,775",553,"3,127","1,790","5,836","3,892","5,673","10,302","4,416","3,040","4,456","3,918","4,660","3,508","5,013","3,722","5,358","4,224","4,994","4,241","5,997","4,587","5,617","5,033","5,623","4,983","6,479","5,580","2,167","5,169","1,933","3,534","1,393","2,867",796,"2,483",358,"1,811",30,"1,128",1,13,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1821,온수(성공회대입구),125,4,"5,138","1,374","6,662","2,710","17,353","4,743","16,374","7,972","11,601","5,404","9,720","4,880","9,771","5,137","11,249","6,605","10,525","6,857","8,837","7,405","8,606","9,001","8,654","10,213","8,655","12,999","8,159","19,019","4,145","14,347","3,042","9,175","3,270","8,227","2,528","7,443","1,375","4,679",110,854,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1822,중동,920,23,"9,547","1,321","15,389","3,919","34,690","4,619","27,667","9,179","17,491","6,930","13,673","7,292","14,284","8,262","14,252","9,260","13,292","11,348","12,324","11,643","12,073","13,189","11,472","15,928","12,110","20,855","10,342","28,680","5,854","23,237","4,806","14,589","4,071","13,053","2,754","10,888","1,219","7,476",107,"1,620",1,16,0,0,0,0,2025-02-03 08:57:30
2025-01,경인선,1823,도화,275,4,"3,695",728,"5,769","1,697","12,481","3,378","10,280","5,819","7,745","2,846","6,901","3,503","6,754","4,021","6,807","5,022","6,706","5,067","6,105","5,308","5,838","6,130","5,780","7,873","5,840","8,336","6,107","9,934","2,926","8,891","2,348","5,444","1,692","4,724","1,334","3,998",616,"3,550",46,"1,591",0,11,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1008,이촌(국립중앙박물관),40,0,"1,067",522,"3,109","2,303","7,287","3,677","8,571","7,373","6,812","4,251","6,050","3,735","6,215","3,868","6,142","3,741","6,926","4,476","6,061","4,394","7,047","4,934","7,854","5,437","9,136","6,201","8,104","7,741","4,243","5,689","3,777","4,259","3,070","3,721","1,719","3,496",512,"2,199",34,632,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1009,서빙고,43,0,909,500,"2,112","3,628","2,468","3,546","3,075","7,927","2,915","3,122","2,951","2,895","2,705","2,258","3,395","2,352","3,659","3,563","3,297","2,840","3,901","3,836","5,565","3,368","7,545","2,960","6,333","3,635","2,440","2,816","1,678","1,583","1,502","1,680",841,"1,432",289,886,19,221,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1010,한남,85,1,902,566,"1,526","4,299","2,840","9,779","3,040","12,727","3,728","9,774","3,895","6,398","4,645","5,258","5,619","5,322","5,503","6,387","6,591","5,708","8,800","6,520","10,060","6,125","16,488","6,627","15,301","6,482","8,429","4,551","7,601","2,415","7,432","2,150","6,089","1,351","2,066",873,102,320,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1011,옥수,0,0,1,28,2,30,18,11,154,226,31,23,33,220,28,199,24,91,18,24,18,17,26,14,475,63,377,35,54,39,337,10,40,20,44,10,10,11,5,0,1,0,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1012,응봉,91,0,"1,057",192,"2,541","1,159","5,325","1,185","6,244","1,366","4,071","1,302","3,404","1,150","2,887","1,241","2,518","1,757","2,439","1,806","2,432","2,169","2,407","2,467","2,548","3,321","2,504","3,788","2,167","4,693","1,226","3,828",882,"2,568",573,"2,053",398,"1,733",172,"1,193",20,348,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1013,왕십리(성동구청),774,8,"4,864","1,248","7,133","5,718","22,362","9,852","35,953","16,720","24,338","16,098","15,707","17,194","17,475","21,047","21,173","23,307","24,068","24,085","25,577","25,640","28,154","28,255","31,879","33,036","33,659","43,149","32,014","60,277","26,107","41,114","26,365","25,607","27,495","20,919","24,892","18,801","10,840","9,778","1,097","3,530",1,4,1,19,0,0,2025-02-03 08:57:30
2025-01,경원선,1014,청량리(서울시립대입구),"1,033",15,"4,286","1,827","6,635","11,946","23,821","13,543","36,316","19,565","25,901","29,147","34,025","29,701","31,081","41,053","31,144","33,695","33,925","35,199","35,286","40,527","38,625","35,410","37,921","39,141","36,717","38,319","35,356","48,863","28,465","33,899","24,711","19,171","16,503","17,871","9,990","11,740","5,793","6,238",234,"2,949",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1016,외대앞,343,12,"3,803","2,687","6,299","9,518","15,597","5,300","20,191","13,488","12,870","9,505","10,979","8,681","12,316","9,559","13,559","11,879","14,054","10,759","14,763","10,647","19,461","12,170","19,594","13,955","18,112","16,131","12,922","20,453","8,852","16,020","6,922","12,029","6,335","11,586","4,892","12,602","2,652","8,980",176,"2,481",0,19,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1017,신이문,"1,386",4,"7,161","1,077","11,918","2,579","26,946","3,830","31,925","6,948","19,503","4,631","14,524","5,494","13,113","6,933","13,158","8,184","13,203","8,963","11,299","9,834","10,734","14,154","9,673","16,210","9,307","19,028","8,085","26,811","5,199","19,597","3,405","14,029","2,630","12,459","1,953","11,764",866,"6,839",77,"1,803",0,11,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1018,석계,"1,097",9,"4,308","1,293","8,461","3,666","17,210","4,005","19,474","6,758","13,710","5,798","12,522","6,124","12,407","7,879","12,812","8,639","12,748","9,940","11,444","11,162","10,758","14,851","11,222","17,988","10,127","21,198","8,848","29,523","6,502","20,348","5,506","14,620","5,187","12,418","4,096","10,607","2,266","6,724",140,"1,760",1,31,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1019,광운대,"1,929",5,"5,328","1,021","12,006","2,592","25,932","3,985","24,962","8,779","14,300","7,931","11,313","7,116","11,424","7,516","11,992","8,640","11,747","9,756","10,628","9,972","11,106","13,070","11,675","14,067","10,683","15,846","10,224","22,953","5,970","18,687","4,620","12,386","4,948","10,546","3,176","9,729","1,600","8,098",131,"4,389",0,27,0,0,0,0,2025-02-03 08:57:30
2025-01,경원선,1020,월계,846,4,"4,296","1,368","8,014","2,002","19,929","3,977","19,328","7,548","13,115","5,603","11,083","4,931","10,701","5,532","11,015","6,651","10,682","7,211","9,392","7,866","8,525","9,501","9,595","11,620","7,923","12,933","7,009","20,107","4,371","13,793","2,963","9,131","2,413","8,006","1,872","7,391",777,"4,740",76,"1,052",0,14,0,0,0,0,2025-02-03 08:57:30
