사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
2025-04,경부선,1004,노량진,286,23,"4,802","2,075","7,820","6,190","20,452","8,611","25,640","14,894","14,545","11,390","11,236","9,717","11,656","12,369","12,794","12,733","14,103","12,516","14,560","11,857","14,864","13,876","16,268","18,336","19,715","27,379","19,303","41,439","15,605","22,855","15,059","13,944","16,955","12,975","14,265","10,749","5,287","7,155",346,"1,522",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1005,대방,556,7,"5,059","2,243","10,487","9,711","27,653","36,562","33,204","48,468","19,819","22,843","14,596","12,607","13,942","12,141","15,440","13,207","14,937","14,822","14,385","13,364","15,699","14,717","16,584","17,708","31,752","25,639","39,253","35,613","14,563","21,229","10,872","15,426","9,189","14,979","6,102","13,002","1,932","7,992",141,"2,041",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1006,영등포,"3,988",144,"15,625","7,690","17,608","26,194","45,459","62,688","63,959","132,499","42,109","93,516","43,862","71,610","48,387","78,521","57,101","83,728","60,025","85,581","61,622","76,331","87,158","73,655","99,983","76,873","119,026","89,020","162,771","109,056","94,330","67,404","93,035","41,327","70,628","33,365","54,881","27,089","22,154","15,399",736,"4,293",0,1,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1007,신도림,491,2,"2,071",895,"3,747","3,324","9,680","8,151","11,345","16,972","7,165","9,092","5,075","5,740","4,802","5,292","5,299","5,449","5,272","5,912","5,126","5,831","5,716","6,807","6,855","7,681","11,217","10,736","15,393","14,914","7,361","8,136","6,277","5,344","4,706","4,740","3,865","3,673","1,706","2,391",89,"1,017",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1032,신길,685,1,"8,954","1,538","11,783","6,391","25,768","23,209","34,425","34,368","19,058","13,335","12,308","8,017","10,773","7,555","13,078","8,324","11,408","9,923","10,012","9,332","11,387","11,083","14,123","12,859","21,047","17,677","31,112","24,872","11,889","16,868","8,424","12,212","8,118","12,513","5,152","10,512","1,922","6,297",150,"1,553",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1701,구로,"11,462",109,"21,019","4,357","19,501","14,455","40,557","33,919","39,226","72,574","27,721","39,433","22,663","27,651","22,230","26,622","24,314","23,982","25,453","25,082","25,142","24,361","29,564","27,687","35,285","31,182","55,235","39,726","57,263","42,535","24,811","29,279","20,094","21,202","16,923","20,018","10,619","17,148","4,006","12,513",40,"10,838",0,1,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1702,가산디지털단지,"1,339",6,"6,878","2,556","8,395","13,602","18,169","66,753","19,040","170,717","13,066","81,390","11,996","24,501","13,196","17,025","15,459","18,172","16,709","17,055","17,110","17,299","20,509","17,046","32,292","20,680","88,358","26,306","119,761","31,736","48,355","22,018","28,569","15,025","23,257","13,680","15,893","12,639","6,620","7,174",267,"1,176",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1703,금천구청,523,6,"11,241","1,193","19,520","6,423","47,238","17,180","43,728","30,667","25,998","12,008","18,757","10,021","16,884","10,620","16,240","12,172","15,506","13,776","13,525","14,026","13,820","18,938","15,932","24,131","17,045","33,631","27,726","46,368","10,988","33,430","8,553","17,895","6,914","17,975","4,195","14,371","1,578","8,869",66,687,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1704,석수,271,3,"7,789","2,825","16,750","6,358","37,123","12,006","34,850","14,142","20,323","10,513","14,610","8,037","12,194","6,362","12,522","7,361","11,041","8,197","9,950","9,533","11,693","12,113","13,061","14,904","16,564","22,729","14,759","30,894","8,480","23,877","6,262","14,505","4,649","14,411","3,325","12,224","1,271","7,232",81,497,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1705,관악,149,2,"7,728","1,703","14,779","4,076","35,087","7,302","30,606","11,814","16,782","10,059","11,718","9,551","9,816","7,358","11,579","7,440","11,046","7,519","9,578","8,690","9,598","9,918","10,807","13,136","11,491","18,832","10,736","30,195","6,410","21,604","4,984","13,143","4,049","12,527","2,489","10,350","1,154","7,260",53,526,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1706,안양,371,8,"16,830","2,911","40,581","11,995","99,069","21,957","83,357","58,494","47,794","57,284","35,376","37,898","34,446","36,289","40,464","34,511","39,234","41,239","38,825","32,826","46,480","40,276","57,237","45,235","58,817","65,002","43,450","95,805","27,723","68,066","24,029","42,143","23,088","32,461","18,632","26,504","8,484","18,956",439,"2,736",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1707,명학,89,4,"6,732","1,824","11,579","7,956","27,502","28,425","22,907","58,662","12,438","17,540","9,343","11,160","9,900","13,392","11,048","8,083","10,621","10,137","13,328","9,356","12,321","7,986","17,229","9,835","31,990","13,913","38,542","21,038","13,443","17,500","11,011","9,813","7,527","8,185","4,818","8,292","2,082","5,801",142,"1,140",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1708,금정,600,7,"25,584","5,813","42,793","23,728","102,369","51,247","97,715","103,296","59,265","38,846","41,872","24,469","37,573","27,478","39,227","28,393","36,550","32,185","33,470","32,911","36,174","42,426","43,698","51,168","73,846","73,543","82,303","101,641","37,979","79,252","30,146","48,717","24,198","45,797","16,749","38,327","7,899","25,109",618,"10,258",1,1,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1709,군포,24,0,"5,585","3,072","9,103","12,654","19,928","34,972","18,042","41,194","10,383","8,444","7,827","4,934","7,828","4,887","8,223","5,361","7,038","5,837","6,501","5,915","7,834","7,595","11,889","8,253","26,715","10,874","34,331","14,755","11,428","12,040","8,572","7,782","4,866","6,268","2,375","6,099","1,098","3,465",66,611,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1710,의왕,122,1,"6,945","2,443","15,307","9,264","31,044","36,487","30,301","33,312","15,698","13,130","11,788","7,940","11,800","7,875","12,379","8,521","10,585","10,520","10,437","8,986","12,808","11,680","18,666","14,435","32,343","19,339","26,778","29,238","12,748","21,752","9,887","13,682","6,692","12,120","4,203","10,168","1,806","6,868",102,"1,241",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1711,성균관대,203,9,"9,304","2,540","31,660","7,969","77,703","11,646","62,657","31,285","31,730","22,049","23,778","17,493","21,658","17,588","23,385","16,253","21,552","20,668","20,349","18,866","21,319","23,210","28,862","29,472","30,502","43,918","27,391","68,023","17,482","51,020","14,420","31,302","13,265","27,486","10,759","24,107","5,319","15,646",342,"2,465",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1712,화서,370,9,"9,619","1,065","27,616","3,814","53,383","7,362","40,839","14,724","19,249","12,286","14,290","11,784","12,961","16,730","13,497","17,746","13,470","19,687","14,052","17,714","17,422","19,500","20,844","22,105","20,824","31,391","20,640","49,731","15,278","35,158","12,853","20,594","12,090","15,182","10,462","13,609","1,764","8,617",114,"1,539",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1713,수원,"2,201",57,"20,832","4,905","40,790","33,662","83,874","61,623","76,145","86,849","53,267","78,753","47,876","75,878","51,910","72,891","57,584","83,811","60,179","76,300","61,673","74,080","77,438","75,926","97,650","88,434","100,590","107,250","104,777","133,749","80,231","94,279","85,003","57,138","65,376","43,415","56,602","34,450","21,835","22,711",568,"7,395",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1714,독산,617,2,"9,045","2,485","21,332","14,105","52,944","47,462","51,340","94,236","27,755","41,174","19,767","14,383","18,889","12,260","20,290","13,539","18,317","15,618","17,464","13,787","18,871","18,183","29,881","21,609","58,477","30,557","67,396","48,007","28,895","38,225","17,547","22,488","11,719","22,370","7,836","21,498","2,771","12,063",116,838,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1715,세류,532,3,"4,301",712,"10,442","3,619","18,863","4,287","12,898","4,755","6,688","3,174","5,238","2,996","4,701","3,226","4,752","4,138","4,134","3,538","3,741","4,056","4,479","4,778","6,505","6,198","7,300","8,550","5,668","14,374","3,462","10,576","2,678","7,757","2,290","6,959","1,269","5,144",433,"3,165",10,875,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1716,병점,"3,355",22,"8,654","3,204","33,304","12,113","61,008","23,494","51,003","35,526","33,888","21,334","27,468","16,657","25,857","18,276","27,481","21,567","22,695","19,360","22,793","22,820","26,390","27,426","30,809","32,672","37,895","48,286","35,575","55,531","21,866","44,574","16,142","33,506","12,735","25,104","9,259","24,352","3,143","16,737",52,"6,935",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1717,세마,225,0,"2,242","1,219","7,811","3,594","13,373","5,749","11,686","10,887","7,376","2,961","4,952","2,224","4,589","2,746","5,013","2,813","5,030","3,675","4,231","3,601","4,933","3,723","6,317","7,227","8,532","10,223","9,196","9,637","3,587","9,382","2,360","6,020","2,110","5,552","1,395","5,096",565,"2,759",60,264,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1718,오산대,284,1,"3,518",969,"8,556","2,780","15,825","4,883","12,922","11,846","7,994","5,405","6,098","6,108","5,381","5,697","5,773","4,750","6,354","5,399","6,089","5,071","7,828","4,758","9,785","7,434","9,947","9,845","9,835","14,242","4,460","11,438","3,673","6,187","3,399","6,221","2,051","4,815","1,073","3,095",145,297,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1719,오산,456,2,"7,417","2,339","18,474","10,046","31,288","28,557","33,202","22,016","22,413","15,689","19,546","13,327","19,112","11,391","19,502","15,255","16,902","16,240","16,875","16,209","18,116","20,186","23,799","25,591","26,110","30,608","26,947","35,217","16,373","25,873","12,309","19,815","8,733","15,556","5,174","10,519","2,174","8,651",122,859,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1720,진위,42,0,915,348,"1,804","3,277","3,254","9,288","3,016","8,748","2,118","2,875","1,914","2,548","2,018","1,235","1,872","1,206","2,317","1,325","1,978","1,271","3,932","1,714","4,619","1,763","8,010","2,683","8,103","2,675","3,081","2,479","1,744","1,688","1,121","1,424",608,"1,088",244,821,12,56,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1721,송탄,64,0,"5,813",876,"8,540","3,444","14,501","6,692","12,637","10,969","10,019","4,857","8,432","4,116","8,091","4,771","8,413","5,139","7,776","5,825","6,918","6,583","7,955","7,606","10,130","9,164","9,510","12,004","9,550","12,597","5,472","13,242","3,877","9,857","3,380","8,158","1,953","6,825",994,"6,149",76,472,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1722,서정리,70,0,"4,579","3,381","14,183","7,893","20,175","16,797","19,575","22,824","15,231","10,217","13,474","8,001","13,076","7,986","13,882","10,483","11,967","11,315","12,905","10,831","15,296","13,196","21,096","18,155","33,338","21,869","20,815","21,088","11,537","19,383","9,436","15,096","7,652","10,868","4,585","11,160","2,585","8,147",121,695,1,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1723,평택지제,6,0,"2,801","5,271","6,102","8,676","12,857","14,124","12,540","7,114","8,018","5,295","6,693","3,924","6,048","4,568","6,575","4,721","4,748","4,617","5,265","4,987","7,522","6,455","8,024","8,390","14,439","9,891","10,038","12,068","8,459","9,047","5,480","6,589","4,782","6,262","4,596","5,782","2,757","3,253",75,345,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1724,평택,84,5,"8,417","2,996","14,730","9,496","30,628","17,276","35,362","26,664","29,437","23,428","24,736","19,529","22,869","22,040","23,362","23,669","23,983","23,059","22,937","26,600","25,350","28,959","28,737","36,849","32,054","40,917","29,601","41,470","20,558","25,297","21,575","21,481","14,744","16,782","13,029","12,576","6,590","7,561",116,"2,399",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1725,성환,30,0,"2,226",928,"4,209","3,758","7,525","14,502","7,586","25,119","7,246","28,589","7,803","13,317","7,919","7,388","10,912","12,620","13,401","11,408","14,249","6,271","18,449","6,560","28,602","7,267","25,842","8,393","17,590","8,630","7,310","6,973","6,118","6,326","4,015","5,635","2,844","5,768",990,"4,899",87,"1,310",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1726,직산,62,1,834,332,"2,032","1,378","2,897","3,731","2,998","4,012","2,101","1,619","1,776","1,190","1,612","1,053","1,512","1,270","1,592","1,372","1,401","1,385","1,879","1,391","1,780","1,939","4,370","2,571","3,687","2,451","1,347","2,515","1,050","1,506",674,"1,411",391,"1,228",175,996,25,159,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1727,두정,"1,002",5,"5,298","1,359","11,993","4,372","19,987","11,667","19,713","29,881","17,341","29,100","13,216","18,376","13,341","15,727","16,532","15,916","15,579","15,008","14,569","12,623","18,523","11,659","20,562","17,332","21,314","20,197","19,493","27,529","13,020","16,735","10,490","13,797","9,932","10,868","6,304","11,916","3,273","9,085",43,"2,291",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1728,천안,"1,369",2,"3,028",792,"6,702","3,841","12,979","6,911","12,469","18,657","15,550","16,943","12,004","14,172","13,755","14,756","13,734","15,181","14,192","13,972","20,305","12,938","22,328","14,743","25,816","14,825","22,190","20,702","18,770","19,355","12,646","12,758","9,200","9,316","6,859","7,342","4,048","5,550","2,455","3,244",14,"2,172",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1729,당정,23,2,"4,847",988,"12,863","3,556","28,149","10,218","24,493","18,737","13,746","11,168","9,495","8,094","9,405","5,794","10,388","7,191","8,919","6,811","8,651","6,550","10,265","8,079","11,834","10,652","14,646","14,497","15,290","22,384","6,533","18,063","5,092","11,910","4,175","9,847","3,126","9,937","1,272","6,180",69,"1,115",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1749,서동탄,0,0,"1,674",14,"6,867",723,"11,819","1,358","4,769","1,354","3,059",841,"2,045",686,"1,943","1,045","1,825","1,086","1,523","1,193","1,302","1,585","1,676","2,156","1,571","2,372","1,797","3,580","1,889","5,988",891,"6,505",724,"2,837",425,"1,918",394,"2,596",113,"1,501",5,"1,019",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경부선,1750,광명,0,0,13,"1,678","3,698","3,343","12,225","7,101","11,110","8,639","7,374","7,090","4,094","4,120","7,730","2,616","5,511","8,220","5,107",185,"3,299","8,416","6,434","3,968","8,250","5,268","9,341","7,315","11,080","12,911","8,612","7,002","2,876","4,630","7,321","3,093","2,513","4,550","1,021",39,0,0,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1801,개봉,"1,402",7,"19,596","5,805","43,275","13,430","102,519","15,245","94,180","25,299","56,578","22,903","40,123","18,100","34,201","21,418","35,276","25,782","31,610","27,581","27,489","29,846","28,303","38,736","31,851","51,205","33,155","67,811","30,814","97,090","19,866","69,742","16,466","44,081","13,318","39,379","9,736","32,767","3,510","18,431",62,"1,495",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1802,오류동,590,11,"13,131","1,512","20,446","4,101","53,095","6,098","51,486","11,534","31,363","11,152","22,873","8,206","20,079","9,578","20,096","13,136","17,902","14,446","14,898","15,309","15,613","18,963","15,667","22,662","14,851","30,016","13,656","45,321","8,641","39,114","6,927","24,085","5,599","21,441","3,739","18,702","1,519","12,503",40,"1,578",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1803,역곡,964,22,"30,531","3,038","49,674","9,620","119,902","15,817","113,481","42,315","65,857","38,942","43,820","25,784","38,559","27,642","40,737","31,424","39,859","33,529","33,263","33,159","36,937","42,107","41,713","57,090","45,949","75,775","38,081","117,679","24,232","87,895","19,807","51,960","16,576","49,046","13,922","40,422","6,231","27,188",377,"3,748",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1804,부천,"3,534",26,"41,555","4,422","45,681","11,655","102,954","19,317","104,795","52,892","65,223","47,419","49,606","41,328","49,122","39,365","52,769","51,982","51,815","53,842","49,987","48,894","55,033","57,806","58,947","65,642","57,915","90,428","56,831","113,648","37,292","90,116","30,132","58,066","26,942","51,112","21,567","41,331","9,819","27,338",828,"5,217",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1805,송내,"1,678",10,"17,471","8,407","43,008","16,131","111,699","31,520","93,113","81,069","55,197","42,426","38,533","24,397","38,768","21,909","37,262","25,886","32,295","28,527","30,356","28,914","33,998","33,401","38,296","43,257","49,193","65,004","74,542","95,100","30,336","80,374","22,217","48,287","18,152","41,646","13,761","35,317","6,271","22,550",601,"3,387",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1806,부평,"10,957",28,"23,310","4,267","39,812","10,545","94,793","20,688","85,525","35,147","51,395","38,997","41,336","35,213","41,448","40,101","44,357","45,547","43,993","51,013","43,386","52,690","48,994","54,205","52,072","67,682","57,309","88,066","52,277","121,013","39,706","93,544","36,028","54,948","33,619","46,797","27,649","36,779","14,878","23,573","2,399","7,755",0,1,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1807,백운,189,27,"9,242","1,180","16,643","2,367","31,356","4,489","29,112","11,681","17,636","7,150","13,937","6,033","13,211","7,593","12,596","8,870","10,442","9,702","9,482","10,003","10,586","12,428","10,783","16,114","10,485","20,388","9,107","26,391","5,230","25,241","4,069","14,075","3,883","12,942","2,516","10,586","1,286","6,360",164,"2,457",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1808,동암,554,1,"22,192","2,915","30,776","6,663","62,957","13,288","59,429","17,511","34,945","14,406","27,472","14,832","24,688","16,763","25,749","19,057","23,906","18,906","20,371","20,833","20,126","25,513","21,340","34,795","23,101","46,120","21,632","58,964","13,501","50,851","11,257","32,998","9,667","29,116","6,996","25,256","3,926","14,024",397,"4,854",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1809,주안,"1,213",23,"15,799","3,075","30,866","7,880","62,786","19,406","57,624","30,335","36,654","25,764","28,999","19,502","30,296","19,618","32,918","21,590","29,989","21,313","26,857","22,518","29,858","24,430","33,004","33,119","38,025","41,486","36,520","56,648","21,909","55,375","19,597","31,791","17,868","27,893","13,365","26,007","6,904","17,566",645,"5,670",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1810,제물포,905,5,"8,346","1,769","19,208","5,666","41,079","15,987","33,402","39,083","20,594","19,429","16,638","11,169","17,411","9,931","18,165","13,988","17,138","14,101","14,954","12,689","20,578","14,830","26,173","19,619","24,559","24,094","25,100","34,421","10,401","27,975","8,445","16,882","7,649","15,122","4,695","14,129","1,718","9,874",96,"3,034",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1811,동인천,"1,820",14,"7,471","2,382","19,180","10,565","43,832","22,997","34,419","31,220","22,596","18,088","19,214","17,351","20,764","19,559","22,778","19,021","22,698","22,505","22,126","19,076","27,955","21,742","29,166","24,931","34,646","28,088","35,475","35,066","16,839","33,467","12,677","19,309","9,403","15,736","6,144","14,319","2,335","8,894",13,"3,229",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1812,인천,381,2,"1,148",921,"3,696","3,012","5,659","6,978","5,261","10,291","4,094","7,310","4,262","9,011","5,178","10,707","6,816","9,769","8,584","8,474","11,495","7,070","12,971","5,377","14,534","5,194","14,633","4,667","14,247","4,186","6,300","3,244","4,862","2,484","3,010","1,992","1,464","1,712",474,"1,263",5,991,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1813,구일,221,2,"4,819","2,363","11,365","6,931","29,444","9,491","24,844","15,101","14,931","16,019","11,545","8,807","11,049","8,564","11,937","11,889","10,262","16,971","10,612","11,188","13,600","13,833","21,627","21,063","20,903","33,435","15,128","43,690","9,517","23,355","14,069","11,893","29,634","11,220","9,881","8,957","2,011","5,983",30,493,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1814,소사,"1,162",9,"13,867","2,532","13,931","6,572","29,093","8,138","26,432","11,120","18,351","8,719","14,047","9,543","12,481","8,445","13,468","10,770","13,257","11,220","11,763","10,642","12,075","12,684","14,259","15,366","14,090","19,478","11,486","26,134","6,945","19,458","4,727","13,815","4,272","12,451","2,430","11,027","1,145","6,862",89,"1,756",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1815,부개,"2,124",16,"11,116","1,441","18,385","3,189","43,957","6,134","35,747","11,555","21,038","7,026","15,614","6,474","13,677","8,047","14,060","9,655","13,086","10,295","10,439","12,191","10,159","14,640","12,538","18,235","11,179","23,883","10,877","32,323","6,141","25,642","4,509","17,004","3,798","15,454","2,338","12,413","1,397","8,499",188,"1,953",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1816,간석,315,1,"6,207","1,187","12,319","2,836","22,647","4,738","21,594","9,628","11,912","5,146","9,587","5,385","9,207","5,514","9,723","6,321","9,332","7,537","7,900","7,994","8,160","8,939","9,032","12,690","8,736","14,541","9,388","18,961","4,861","17,651","4,032","10,591","3,293","8,591","2,329","7,668","1,092","4,921",131,"1,872",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1817,도원,657,51,"2,152","1,551","4,068","3,287","8,101","7,923","8,168","21,751","5,553","4,033","4,497","4,159","4,860","4,002","5,640","4,455","6,220","5,499","4,836","4,443","7,979","4,826","14,364","5,755","10,506","6,024","8,414","6,633","3,341","6,257","2,282","4,419","2,138","3,275",962,"2,895",395,"1,969",29,"1,254",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1821,온수(성공회대입구),211,0,"5,775","1,566","9,336","3,719","24,352","10,386","21,355","14,667","14,318","8,677","11,313","6,425","11,310","6,763","12,643","8,335","10,697","8,407","9,967","9,182","11,968","10,274","14,648","12,078","13,627","14,810","11,684","22,059","5,616","17,584","4,412","11,172","4,913","9,876","3,240","8,821","1,591","5,338",88,850,1,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1822,중동,"1,126",28,"11,710","1,630","19,938","4,603","46,134","6,010","37,116","11,822","22,344","7,993","16,040","8,145","14,894","8,560","15,339","9,766","13,836","12,696","12,204","12,286","11,963","15,269","12,486","19,061","13,057","25,557","11,650","34,987","6,777","27,383","5,225","17,384","4,140","15,296","2,855","12,803","1,209","8,312",121,"1,867",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경인선,1823,도화,304,3,"4,827",559,"7,787","1,727","17,630","4,341","14,592","8,195","9,510","4,071","7,717","3,950","7,178","4,364","7,405","5,789","6,706","5,683","6,184","6,225","6,613","6,939","7,751","9,636","7,275","9,460","6,955","11,301","3,440","11,075","2,688","6,536","1,873","5,331","1,294","4,945",691,"3,787",44,"1,641",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1008,이촌(국립중앙박물관),58,3,"1,222",634,"4,084","3,028","10,332","5,375","11,691","8,990","8,852","5,274","7,379","4,191","6,828","4,384","6,738","4,366","6,998","5,048","6,387","5,203","7,763","5,897","8,902","6,491","10,834","7,626","10,579","9,311","5,981","6,776","5,253","4,889","4,627","4,317","2,625","4,056",926,"2,266",56,638,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1009,서빙고,98,3,"1,056",749,"2,493","4,318","4,049","4,982","4,091","9,986","3,889","4,870","3,504","3,739","3,041","2,940","3,870","2,968","3,891","4,465","4,622","3,404","4,714","4,657","7,233","4,159","9,503","3,765","7,696","4,854","3,151","3,807","2,626","2,116","2,779","2,057","1,289","1,518",307,995,27,270,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1010,한남,105,2,947,760,"1,910","4,715","2,929","12,092","3,313","15,755","3,302","12,576","3,603","7,158","4,832","4,959","5,697","5,069","4,584","5,455","6,065","4,317","7,685","4,546","8,439","4,840","14,889","5,622","14,054","6,050","7,347","4,025","5,577","2,200","5,298","2,125","4,421","1,225","1,658",769,78,247,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1011,옥수,0,0,1,9,6,96,22,49,186,327,45,20,58,241,24,200,26,102,24,11,14,13,22,15,468,91,430,55,56,47,387,8,51,13,50,14,19,5,14,0,0,0,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1012,응봉,139,0,"1,335",199,"3,491","1,054","7,973","1,596","7,480","2,695","5,404","2,377","3,936","3,543","3,516","3,046","3,502","3,300","3,315","3,333","3,271","4,251","3,817","3,970","4,087","4,814","3,774","5,330","3,555","6,300","2,119","5,030","1,651","3,124","1,120","2,646",724,"2,039",299,"1,243",48,438,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1013,왕십리(성동구청),"1,100",8,"5,780","1,995","9,751","7,219","30,509","14,062","45,063","23,342","28,982","22,398","18,520","21,163","19,072","21,869","23,756","24,313","26,495","24,522","26,929","25,007","30,026","29,234","36,302","33,977","39,752","47,679","37,104","68,722","30,033","48,117","29,427","29,329","31,470","24,160","26,453","21,345","11,958","11,388","1,246","3,952",0,5,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1014,청량리(서울시립대입구),"1,661",13,"5,684","2,214","9,319","15,026","32,078","18,163","46,579","26,259","31,428","35,830","37,541","32,062","29,543","39,013","31,787","33,158","33,548","33,203","35,056","39,675","37,511","37,116","39,687","41,185","38,552","43,237","40,223","56,876","32,021","38,431","26,875","22,113","19,104","20,234","10,694","13,967","6,162","7,611",186,"3,309",0,27,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1016,외대앞,451,22,"4,812","2,867","9,215","11,701","25,427","7,597","27,703","31,995","16,240","14,683","13,647","20,436","14,827","22,236","16,119","16,827","17,191","13,804","20,760","17,454","21,854","14,808","28,812","17,058","33,411","21,372","22,328","29,507","14,539","21,709","12,638","15,407","13,522","14,914","9,946","14,903","5,319","10,900",346,"2,826",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1017,신이문,"1,575",10,"8,623","1,119","15,550","3,191","38,339","4,619","41,249","8,435","23,056","5,316","16,096","5,888","13,458","7,429","13,183","8,547","12,446","9,851","10,142","10,307","10,227","15,437","10,305","18,874","9,780","22,527","8,868","32,895","5,864","23,407","4,124","16,775","3,024","14,523","2,221","13,350","1,102","8,181",118,"1,951",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1018,석계,"1,419",4,"5,615","1,985","11,762","4,701","22,669","5,918","24,783","9,215","16,881","7,323","14,255","7,350","13,000","9,561","13,265","9,514","12,589","11,026","11,363","12,198","10,989","15,684","13,136","20,380","12,656","24,364","11,106","34,172","8,230","23,855","6,481","17,104","5,872","14,833","5,108","12,546","2,733","7,561",167,"1,882",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,경원선,1019,광운대,"2,471",5,"6,740","1,107","15,956","3,279","33,610","7,343","30,589","23,416","17,436","12,046","13,256","13,172","12,825","17,065","13,389","11,592","14,490","14,211","14,567","13,371","15,265","12,881","17,147","16,136","18,174","18,750","14,646","27,536","8,948","21,916","8,177","14,230","7,749","12,455","6,363","11,358","3,413","9,107",175,"5,029",0,0,0,0,0,0,2025-05-03 10:22:56
