사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
2025-04,1호선,0159,동묘앞,117,3,"2,844",819,"4,206","5,444","9,689","11,943","14,749","24,759","13,307","18,094","14,237","23,546","17,570","31,601","25,944","33,246","34,013","38,191","34,957","31,610","35,594","26,132","35,644","20,749","33,684","16,225","23,222","13,632","12,138","10,159","6,565","7,170","5,325","7,084","4,032","6,901","1,426","4,897",120,"1,996",3,267,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0201,시청,14,1,"1,175","2,262","2,326","23,583","5,523","83,677","9,479","247,017","14,804","100,249","21,554","33,917","27,442","30,261","26,783","29,088","34,109","33,529","40,215","26,634","49,920","23,558","63,219","22,016","117,629","24,191","185,910","24,810","67,348","13,966","51,683","9,435","45,576","9,021","26,697","7,577","9,933","4,234","1,399","1,434",1,90,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0202,을지로입구,110,1,"2,500","3,023","4,556","34,426","11,820","140,698","19,200","361,588","30,690","178,225","38,320","94,459","46,487","77,647","52,104","67,709","63,235","70,428","72,897","62,847","87,286","63,341","105,263","66,573","184,738","77,097","290,325","79,431","139,505","53,346","132,612","37,294","94,080","29,873","74,104","22,604","31,416","11,935","4,205","4,274",7,"1,020",0,1,0,0,2025-05-03 10:22:56
2025-04,2호선,0203,을지로3가,34,1,"1,131","2,258","2,969","22,956","7,825","80,491","15,675","181,721","21,755","74,311","26,002","36,001","27,932","30,879","28,728","28,209","32,044","32,204","36,406","28,587","40,972","29,139","52,877","34,308","100,394","40,556","146,663","48,812","59,835","31,845","46,613","20,265","50,636","17,221","41,921","15,473","23,292","9,343","4,318","2,523",1,84,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0204,을지로4가,14,1,"1,260","1,198","2,566","15,543","6,545","38,260","13,087","81,882","15,785","40,426","19,415","26,644","22,436","25,980","22,398","23,735","24,246","23,485","26,443","22,168","30,396","20,877","38,285","20,988","65,007","21,808","72,236","23,621","31,657","16,385","20,387","12,239","17,566","12,090","12,446","11,494","6,035","6,928","1,169","1,980",1,32,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0205,동대문역사문화공원(DDP),284,13,"5,074","1,188","4,417","9,873","7,221","25,722","14,163","51,775","17,593","34,004","20,002","32,756","21,614","31,861","25,113","31,049","26,098","31,474","28,679","32,108","35,566","31,859","41,125","31,095","48,344","34,964","49,260","39,825","34,076","36,524","27,509","27,590","25,956","22,683","19,275","19,098","10,433","11,135","2,414","3,925",0,111,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0206,신당,41,4,"5,925","1,147","12,331","7,591","34,224","17,057","56,746","32,306","31,981","23,191","21,784","18,741","21,117","20,597","23,223","22,037","23,634","22,930","23,415","23,511","24,667","26,594","27,741","32,152","30,613","41,488","34,687","60,991","24,753","40,061","19,567","25,708","18,232","23,172","15,981","20,925","8,405","12,289","1,724","4,340",1,50,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0207,상왕십리,18,0,"6,508",835,"15,714","6,913","46,491","12,981","72,192","33,490","40,386","19,352","25,117","14,729","21,548","13,864","22,781","15,465","21,918","17,984","19,323","19,321","20,327","22,884","23,025","29,199","26,129","37,934","28,213","58,975","20,016","38,595","13,078","26,684","11,341","24,813","7,647","22,863","3,152","13,566",493,"4,744",0,18,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0208,왕십리(성동구청),682,1,"6,271","1,011","10,386","9,803","28,709","15,672","48,714","30,459","30,346","21,181","21,194","16,893","20,358","17,531","23,618","19,399","24,095","20,509","23,583","21,198","26,716","22,896","33,892","27,846","36,948","38,887","37,637","59,951","25,756","37,013","23,850","24,810","26,379","22,106","26,111","21,245","15,638","13,798","3,319","5,926",2,25,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0209,한양대,3,0,"1,220",687,"2,772","10,318","6,210","16,399","9,548","78,820","7,289","64,099","9,700","62,991","16,187","22,025","20,859","44,318","22,912","30,174","29,251","23,703","38,318","16,897","51,290","14,241","59,693","18,499","47,735","23,221","25,596","11,413","21,520","7,604","24,860","7,123","16,319","6,812","9,396","4,590","2,192","1,600",0,8,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0210,뚝섬,4,2,"3,654","2,274","10,163","17,624","21,339","45,376","29,175","153,718","19,063","106,302","17,233","51,294","19,968","43,289","24,756","43,990","30,986","46,374","37,028","41,579","48,145","42,041","59,940","41,804","95,658","45,750","150,822","57,418","81,857","32,842","57,763","17,637","50,545","15,101","31,703","13,319","11,488","8,181","1,708","2,858",0,39,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0211,성수,74,8,"5,216","5,019","9,514","38,406","23,128","82,680","30,717","273,979","25,607","175,692","24,552","107,367","29,741","96,860","41,661","96,827","55,684","101,721","69,721","97,221","88,521","94,885","117,015","89,585","179,389","89,810","287,722","89,431","157,743","53,192","121,774","27,098","100,278","19,777","64,964","15,568","23,513","11,324","3,601","6,049",2,867,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0212,건대입구,306,6,"15,126","1,787","23,131","14,874","58,738","26,264","99,013","67,569","69,068","52,041","44,085","49,563","41,314","47,881","49,393","53,213","53,208","58,574","53,985","59,648","58,895","64,163","68,600","76,567","80,485","106,603","90,702","155,093","68,956","108,671","71,065","69,167","76,287","65,825","73,037","57,374","44,460","33,130","8,179","13,067",7,"1,090",1,2,0,0,2025-05-03 10:22:56
2025-04,2호선,0213,구의(광진구청),73,14,"13,752","1,412","29,402","15,203","79,624","19,670","127,289","44,711","78,802","23,754","43,057","22,606","33,877","21,563","35,915","25,117","34,825","29,319","31,674","31,065","32,517","38,661","38,536","46,422","41,106","65,309","48,262","104,657","26,761","74,571","20,347","51,213","18,522","48,413","16,135","44,564","8,275","24,324","1,400","8,408",6,202,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0214,강변(동서울터미널),33,1,"9,435","1,543","24,297","20,655","71,804","23,371","107,647","41,901","77,168","34,127","60,592","30,894","50,504","31,032","46,270","34,207","44,154","39,013","39,628","42,692","42,813","51,082","46,704","56,572","52,975","70,450","57,414","95,420","37,916","65,130","29,362","45,611","23,138","37,869","15,066","32,575","5,598","17,096",826,"5,073",0,69,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0215,잠실나루,6,0,"3,866","3,276","14,506","20,422","43,729","25,144","52,229","41,550","34,149","25,092","26,884","19,758","25,626","17,590","23,852","21,343","22,210","22,786","23,362","21,540","26,206","22,598","35,707","24,291","41,346","31,747","32,874","45,260","16,388","32,181","11,909","20,085","8,931","19,107","6,477","17,626","2,972","9,370",442,"3,113",0,26,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0216,잠실(송파구청),100,3,"13,964","5,173","55,244","38,638","133,131","89,794","183,093","187,127","131,692","167,613","92,799","141,472","91,958","142,971","105,727","141,089","121,083","146,567","133,085","147,812","159,585","158,082","188,486","175,229","231,391","221,257","265,553","277,237","193,171","181,573","184,739","114,811","169,626","104,786","119,837","90,026","39,513","45,771","6,693","11,489",0,176,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0217,잠실새내,43,0,"6,161","1,185","21,159","9,139","70,335","19,411","94,096","30,543","59,265","31,702","39,288","25,998","35,170","29,471","36,605","35,009","35,873","38,681","32,049","39,755","35,421","46,863","39,370","57,163","43,375","74,377","47,016","96,160","35,747","64,783","31,029","39,765","30,717","36,794","30,814","32,761","17,599","16,825","3,387","5,667",0,57,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0218,종합운동장,13,0,"1,746","1,408","6,671","15,590","19,889","20,406","25,531","31,215","17,459","15,443","13,155","15,438","13,575","17,366","14,659","42,086","15,248","66,128","14,858","23,543","21,055","22,879","36,057","38,630","68,622","105,871","41,012","114,108","16,058","30,623","26,425","13,115","145,778","14,630","35,746","11,040","3,422","5,548",399,"1,765",1,91,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0219,삼성(무역센터),113,1,"4,879","5,982","7,629","53,816","16,191","155,791","22,132","348,601","23,089","265,488","27,066","133,659","41,272","95,782","52,894","86,302","71,116","93,290","89,537","78,786","114,370","66,558","148,818","61,633","250,873","64,793","312,545","64,743","163,236","36,630","125,312","20,701","102,476","16,641","66,718","12,777","16,996","7,069","2,245","3,550",0,"1,311",0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0220,선릉,154,3,"4,578","6,301","12,458","47,546","25,706","138,431","39,173","303,607","38,205","227,423","42,161","105,235","52,992","70,794","64,597","65,577","74,465","76,226","83,306","60,331","108,819","55,428","139,466","54,898","224,966","62,107","306,627","64,439","154,412","41,188","101,172","26,525","91,155","23,601","72,587","20,352","26,216","11,663","4,310","5,328",0,156,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0221,역삼,39,2,"3,659","6,035","9,704","49,325","17,744","171,675","28,881","398,797","26,814","318,057","28,031","124,870","36,474","68,177","43,719","60,199","52,786","66,938","63,323","51,475","81,879","45,228","109,394","43,823","242,486","53,956","292,013","60,427","161,801","39,288","92,163","24,929","82,916","21,798","54,818","17,906","20,449","10,574","3,572","3,652",1,73,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0222,강남,169,6,"7,425","11,404","18,548","59,347","44,977","168,061","66,631","339,718","56,780","341,745","58,472","160,250","74,357","105,063","90,754","99,702","108,033","116,269","117,851","104,253","141,225","97,871","167,230","108,346","260,160","142,885","337,297","181,424","221,922","107,607","168,178","61,816","182,881","53,554","156,824","44,706","70,107","22,533","12,554","7,068",1,115,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0223,교대(법원.검찰청),20,1,"2,784","6,846","11,617","29,056","27,558","62,893","40,448","174,956","32,069","138,679","29,489","75,218","34,720","61,980","37,903","56,858","46,448","63,408","53,563","56,282","57,547","52,349","62,807","53,181","103,552","68,737","144,313","74,481","68,299","44,058","58,188","28,248","55,106","25,017","39,921","23,775","16,141","11,971","3,338","4,280",0,22,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0224,서초,4,0,"2,029","4,849","13,934","25,599","23,062","58,276","32,008","125,373","30,242","92,572","23,072","45,895","31,236","35,035","28,814","26,923","36,544","28,375","37,429","27,162","47,195","22,944","52,330","25,833","80,364","27,942","98,187","29,944","44,916","20,682","32,910","13,161","31,140","12,022","17,860","11,892","5,977","6,183","1,054","1,700",0,4,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0225,방배,2,0,"2,584","3,630","9,758","13,817","25,008","31,049","34,005","87,794","26,094","67,146","21,150","38,441","23,345","29,953","25,631","31,039","28,889","27,346","33,570","27,202","38,781","26,220","47,109","26,530","57,974","34,749","70,460","39,023","33,470","26,390","26,122","17,631","26,031","16,597","20,579","16,605","8,319","9,144","1,693","2,982",0,11,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0226,사당,118,6,"13,427","4,505","33,778","38,419","90,264","57,577","114,062","81,122","82,746","57,726","54,546","48,978","50,974","59,380","57,284","60,273","60,864","57,076","64,757","56,979","65,476","69,593","71,479","93,256","87,583","139,335","108,387","191,200","75,769","126,284","72,689","78,714","79,275","73,561","71,166","69,196","38,730","39,990","7,251","12,527",3,692,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0227,낙성대(강감찬),57,1,"12,221","2,283","29,154","10,184","92,630","22,218","132,799","46,516","86,695","36,955","48,128","30,823","39,543","26,555","43,077","29,531","42,593","32,389","37,849","33,662","39,053","39,883","41,993","47,072","48,527","65,343","54,370","108,070","31,788","86,433","25,859","58,950","23,641","56,270","16,969","55,646","9,217","33,396","1,781","10,306",1,203,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0228,서울대입구(관악구청),"4,688",53,"28,153","2,676","47,796","14,907","138,735","30,351","188,567","77,696","126,167","65,539","72,780","56,723","62,451","47,494","69,757","51,665","69,037","56,247","63,695","56,942","69,682","67,557","74,986","79,194","86,921","110,144","96,146","179,805","58,837","140,816","50,239","92,317","52,919","87,247","44,813","86,063","23,918","48,902","4,387","18,813",1,"3,914",0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0229,봉천,107,10,"15,716","1,365","31,723","6,890","91,419","15,556","132,959","30,724","80,640","23,350","45,104","20,835","38,253","23,791","39,301","25,788","37,122","28,041","33,578","31,661","31,283","41,169","33,577","46,979","34,259","63,495","34,446","96,800","21,995","76,320","18,178","50,179","15,473","46,986","11,810","43,410","5,327","25,138","1,048","8,493",6,607,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0230,신림,156,8,"37,229","3,797","73,048","18,919","198,076","32,009","286,298","47,052","174,334","44,851","96,195","41,422","78,575","44,620","84,673","50,634","78,248","58,659","70,280","65,056","68,392","82,805","73,648","102,957","77,557","140,801","79,210","236,014","54,789","197,442","46,987","134,075","43,700","126,226","37,080","118,602","21,524","73,872","5,191","25,319",6,779,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0231,신대방,267,10,"24,892","1,856","38,194","9,107","98,452","16,025","139,277","26,393","86,525","19,276","48,392","18,775","37,827","20,266","38,677","22,828","36,677","27,006","30,803","32,203","30,257","41,101","31,957","49,470","34,039","65,804","33,152","98,828","21,476","82,783","16,384","58,711","13,507","60,334","10,378","56,129","5,356","32,637","1,063","10,147",8,203,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0232,구로디지털단지,307,16,"40,237","5,099","57,245","19,856","151,803","88,289","198,395","239,495","121,119","143,688","74,283","61,002","65,502","47,233","71,548","53,596","70,170","66,329","64,040","63,884","70,316","71,697","87,609","85,673","143,650","116,737","212,263","171,814","103,637","134,335","65,898","90,836","54,263","89,432","42,005","84,912","19,178","49,309","3,783","15,650",1,251,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0233,대림(구로구청),667,33,"37,580","3,433","32,254","11,160","72,990","24,293","100,170","56,121","65,829","37,378","43,012","33,845","37,265","35,376","40,452","33,560","37,574","34,023","34,360","35,486","34,660","45,072","37,740","53,190","45,252","65,815","51,379","72,521","26,169","54,001","19,896","42,645","15,317","49,682","10,883","46,468","5,424","22,962",846,"6,383",4,255,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0234,신도림,"4,146",11,"38,481","5,177","61,396","21,362","158,484","48,241","162,283","114,367","100,935","80,683","68,419","63,549","63,622","66,516","72,615","66,583","76,570","72,488","77,028","71,153","81,371","80,434","88,786","94,182","110,163","125,644","131,043","188,707","79,988","129,062","70,115","79,658","59,429","74,580","46,784","71,331","24,131","48,155","3,310","22,148",20,"2,953",0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0235,문래,8,0,"4,613","2,679","16,505","11,779","49,146","44,461","55,156","147,909","30,937","66,825","23,151","29,060","21,989","23,882","26,792","27,359","27,493","29,075","28,933","27,136","31,085","29,610","38,955","34,844","69,907","44,660","119,681","68,019","43,742","45,593","30,930","24,585","34,137","22,141","26,984","19,415","12,954","11,281","2,340","3,770",1,160,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0236,영등포구청,66,2,"5,285","3,520","14,724","15,702","44,451","43,249","55,952","134,502","34,446","59,111","25,762","29,846","26,508","26,046","29,057","27,451","30,658","30,176","30,511","27,514","35,764","29,220","41,609","33,268","63,546","43,295","107,919","63,327","41,072","42,568","30,942","26,124","27,111","23,825","20,132","21,322","9,530","13,974","1,803","5,218",6,205,9,10,0,0,2025-05-03 10:22:56
2025-04,2호선,0237,당산,41,3,"8,592","3,809","20,745","14,960","54,424","31,467","64,105","82,542","40,459","35,807","28,791","18,448","26,925","18,328","27,035","21,407","25,658","23,820","23,375","24,660","25,497","29,076","32,716","36,461","46,880","54,690","61,511","81,098","28,944","54,543","23,138","37,025","22,035","35,390","18,083","32,520","9,724","20,115","1,843","5,358",16,131,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0238,합정,133,14,"10,288","3,166","17,871","13,833","42,716","34,105","55,264","101,964","37,664","91,643","30,136","55,193","32,521","49,707","37,459","53,581","41,916","60,908","44,093","55,092","48,767","57,764","59,069","67,747","81,203","87,011","120,503","121,300","79,963","82,021","67,090","46,813","72,270","38,272","69,045","33,787","36,065","22,775","7,347","8,759",3,85,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0239,홍대입구,980,28,"23,560","3,554","30,602","18,358","64,889","46,022","86,349","122,730","69,601","158,969","65,483","119,983","70,903","132,277","82,483","145,954","95,644","162,784","104,183","150,731","126,239","154,972","155,582","167,078","183,089","196,973","207,420","243,302","174,150","179,510","170,458","115,118","195,121","94,459","186,490","75,180","93,582","51,001","13,203","19,671",6,"2,118",0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0240,신촌,76,6,"6,580","2,646","15,414","16,571","40,053","38,966","57,753","97,385","43,481","103,488","43,767","78,003","50,398","68,487","61,509","69,829","66,651","75,605","69,763","65,596","78,541","62,156","93,598","68,865","110,452","88,559","108,912","119,461","75,292","81,058","77,626","51,754","81,128","46,192","76,196","41,722","36,872","26,290","6,571","7,885",1,122,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0241,이대,13,0,"3,792",889,"10,466","7,466","30,621","17,878","41,714","52,799","26,307","59,895","22,216","47,743","23,926","31,967","31,292","35,939","32,530","39,323","30,744","29,100","40,875","30,393","44,557","31,552","55,398","39,075","51,908","52,056","30,934","36,078","27,371","25,509","28,993","25,468","21,713","24,751","8,422","16,546","1,315","5,346",0,73,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0242,아현,19,2,"4,974","1,040","12,455","5,284","33,107","12,843","46,620","22,847","26,726","15,371","19,027","13,021","17,377","11,101","18,975","13,157","17,289","14,575","15,756","15,515","18,803","17,594","21,924","20,344","21,657","26,713","21,697","37,264","13,814","27,212","10,085","18,941","7,944","18,233","5,916","16,457","2,316","8,943",437,"3,064",0,29,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0243,충정로(경기대입구),21,2,"3,655","1,014","7,116","7,018","17,822","27,868","25,064","67,599","16,381","28,971","12,886","13,156","12,946","11,765","13,764","11,826","14,151","14,695","14,019","13,029","15,462","13,039","19,017","14,854","35,693","18,645","50,765","23,987","16,520","16,189","11,714","11,890","10,624","11,759","6,923","10,459","3,016","6,565",744,"2,196",1,63,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0244,용답,4,0,"2,348",385,"3,818","1,424","9,188","2,133","14,949","4,468","8,034","5,806","5,751","3,698","4,961","3,352","5,649","3,799","5,644","4,395","4,962","4,144","5,222","5,184","6,879","6,494","6,565","7,782","4,762","12,649","2,953","7,902","2,080","5,688","1,725","6,606","1,257","6,572",643,"3,553",155,"1,217",0,1,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0245,신답,15,1,"1,253",39,"2,391",938,"6,935","1,147","11,577","1,903","4,749","1,152","2,796","1,070","2,474","1,208","2,252","1,455","2,209","1,572","1,854","2,067","1,758","2,908","2,293","3,827","2,163","5,210","2,143","10,319","1,114","7,071",746,"3,713",534,"3,927",385,"3,224",202,"1,931",79,563,0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0246,신설동,51,2,"1,130",318,"1,530","1,880","5,503","5,559","10,357","14,736","6,366","9,700","5,698","8,190","6,491","7,458","8,375","7,390","8,550","8,196","8,472","6,540","8,874","6,014","9,659","5,540","12,839","6,264","12,776","8,435","4,976","6,030","3,669","4,471","2,692","4,317","1,887","4,050",802,"2,530",132,"1,031",2,142,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0247,도림천,0,0,475,402,"1,432",998,"3,842","5,090","4,045","6,560","2,446","2,759","2,527","1,822","2,626","1,956","2,478","2,286","2,150","1,993","2,565","2,471","3,061","2,119","3,544","2,502","3,829","3,128","4,262","4,172","1,983","3,141","1,306","2,224","1,157","1,779",735,"1,402",237,"1,038",49,326,1,4,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0248,양천구청,48,0,"5,277",879,"13,197","2,902","36,103","5,854","32,498","9,469","18,783","5,334","13,368","4,755","11,394","5,615","11,473","6,882","9,809","8,867","8,156","9,687","8,439","12,298","9,090","15,428","9,083","21,884","9,247","31,965","4,390","25,683","3,171","15,279","2,550","13,879","2,219","10,943",834,"8,119",187,"2,729",2,23,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0249,신정네거리,106,0,"9,024",827,"19,921","2,371","54,985","4,767","48,856","12,581","26,830","8,857","18,775","7,692","16,728","8,830","17,492","10,222","14,765","12,267","12,781","14,535","11,497","18,089","12,693","24,265","12,497","33,565","11,852","50,548","7,425","38,196","5,911","21,660","4,650","19,814","3,590","17,462","1,624","10,835",372,"3,414",1,178,0,0,0,0,2025-05-03 10:22:56
2025-04,2호선,0250,용두(동대문구청),53,0,"1,116",96,"2,036","1,018","6,054","2,749","9,817","5,892","5,723","3,533","4,495","4,387","4,342","3,750","4,684","3,643","4,759","4,644","5,024","4,510","5,878","4,879","5,133","5,120","5,179","5,937","5,762","9,315","2,748","6,463","1,798","3,832","1,656","3,603",861,"2,766",393,"1,653",67,620,0,1,0,0,0,0,2025-05-03 10:22:56
2025-04,3호선,0309,지축,35,1,"3,553",679,"13,471","4,207","34,722","7,238","35,253","13,185","18,858","8,237","12,695","6,889","10,384","6,572","11,064","7,893","10,164","9,935","9,664","9,887","10,695","11,912","11,716","15,473","12,430","21,537","11,648","32,897","8,159","25,500","6,498","16,598","5,521","14,883","4,349","12,688","1,875","7,113",328,"1,295",0,0,0,0,0,0,2025-05-03 10:22:56
2025-04,3호선,0310,구파발,218,1,"13,219","1,834","37,550","11,964","92,501","24,564","87,871","32,398","49,614","26,659","34,870","27,616","32,863","25,973","33,346","27,083","31,569","29,393","31,461","31,321","36,469","33,124","41,138","40,109","40,666","50,726","31,208","80,034","20,413","64,190","16,388","37,771","14,215","34,030","11,321","31,020","3,034","20,103",652,"8,853",0,250,0,0,0,0,2025-05-03 10:22:56
2025-04,3호선,0311,연신내,287,9,"26,599","2,440","53,583","14,159","128,194","31,621","153,551","46,845","91,364","40,145","62,862","37,348","59,353","38,790","62,757","42,272","57,763","45,608","51,758","49,725","55,821","61,465","61,450","71,821","58,561","92,084","56,858","140,339","39,819","112,696","31,985","68,199","28,014","63,374","22,802","54,966","12,252","35,431","2,178","12,208",0,15,0,0,0,0,2025-05-03 10:22:56
