사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2025-03,경의선,1265,가좌,11,2,"3,064",354,"7,729","3,486","23,156","4,121","26,591","11,553","13,982","9,376","10,447","7,065","10,296","6,548","9,807","8,461","8,463","8,783","7,999","8,451","9,729","9,393","10,564","12,114","10,406","16,681","9,803","20,931","5,750","16,620","4,234","9,965","3,846","7,876","2,889","6,058","1,086","4,746",18,640,1,1,0,0,0,0,2025-04-03 10:13:53
2025-03,경의선,1267,수색,15,0,"1,375",294,"3,858","2,739","8,266","5,506","10,419","16,192","6,526","7,276","4,455","3,589","4,041","3,219","4,017","3,120","3,714","4,028","3,616","3,511","3,963","4,096","5,253","4,945","8,859","8,034","11,299","7,066","4,983","6,985","3,016","4,667","2,543","3,736","1,621","3,034",770,"2,376",12,405,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1268,한국항공대,1,0,584,388,"1,430","1,203","4,100","2,114","4,314","12,529","3,848","12,396","3,971","13,070","5,036","6,567","4,995","4,927","5,654","7,369","8,090","5,574","7,123","3,303","14,011","3,925","13,257","4,400","10,857","4,410","5,117","3,318","3,385","2,756","3,045","2,287","2,160","2,808","1,291","2,287",81,817,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1269,강매,2,1,"2,111",230,"7,256",880,"19,809","1,274","17,607","3,571","9,433","1,398","6,347","1,643","5,221","1,477","5,153","1,904","4,316","2,524","3,342","3,187","3,144","4,557","3,395","5,836","3,282","7,947","3,556","12,168","1,350","11,204",888,"6,935",727,"6,510",455,"5,832",185,"3,430",11,"1,062",2,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1270,행신,2,0,"4,209","1,581","13,954","4,317","38,198","5,468","32,026","10,519","17,756","7,362","13,875","6,238","12,993","7,125","12,462","8,079","9,889","9,370","9,333","9,479","8,050","11,530","11,397","16,691","13,015","22,332","10,543","36,225","6,623","27,839","7,015","14,901","6,762","14,036","5,609","12,123","2,480","7,012",63,"2,253",0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경의선,1271,능곡,121,0,"3,997",658,"9,299","1,683","21,586","3,238","19,379","7,741","11,094","4,965","8,895","4,657","7,587","4,944","7,524","5,591","6,826","5,434","6,698","6,016","6,423","6,992","7,306","9,330","7,795","11,990","6,949","16,826","3,740","13,813","2,938","8,667","2,228","8,258","1,403","7,042",615,"4,379",58,"2,184",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1272,곡산,32,0,251,172,782,654,"1,665","1,706","1,475","2,722","1,171","1,110","1,053",979,"1,124",795,840,907,863,927,"1,165",946,"1,202",946,"1,178","1,159","1,978","1,393","2,243","1,908",695,983,452,714,355,693,208,531,85,333,2,100,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1273,백마,182,1,"5,148",812,"16,270","6,856","34,959","6,857","27,512","11,350","16,593","6,839","12,831","5,557","12,488","5,193","11,797","6,269","10,303","8,085","8,925","8,481","10,066","10,506","12,904","12,963","13,016","17,354","11,090","29,508","5,261","25,835","3,800","15,556","3,435","14,825","3,230","12,962",751,"8,620",65,"1,755",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1274,풍산,446,4,"4,291",448,"11,315","4,200","25,389","4,786","22,612","8,284","15,271","6,913","11,662","5,847","10,640","8,194","10,205","7,832","10,108","8,490","10,076","7,540","10,135","9,821","11,658","12,396","11,980","16,172","9,633","22,942","5,668","17,406","5,118","13,738","4,640","11,109","2,869","9,838",930,"6,655",90,"1,625",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1275,일산,"1,264",4,"8,295",768,"26,649","3,566","54,016","8,090","39,696","18,461","24,995","9,495","19,727","8,242","18,815","10,590","18,213","12,164","16,805","14,395","15,218","14,783","16,081","17,442","21,715","20,157","15,390","30,527","14,147","40,250","7,787","40,653","6,181","21,366","4,918","21,443","4,535","18,882","1,328","10,875",203,"4,071",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1276,탄현,27,0,"6,351",456,"20,919","2,587","37,748","5,873","28,889","9,992","19,129","5,868","14,029","4,932","12,922","5,397","13,056","6,638","10,717","7,586","9,531","10,080","9,612","10,979","10,891","14,860","11,416","21,547","11,301","30,562","6,113","31,440","4,643","14,544","3,742","17,875","2,936","12,358","1,162","8,455",192,"2,626",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1277,야당,44,0,"5,714",379,"15,714","2,659","31,149","5,028","28,842","10,024","16,063","8,433","12,782","6,268","12,109","7,125","12,293","8,734","11,596","9,273","10,076","12,937","10,349","12,734","11,779","21,866","12,551","27,212","11,098","36,317","8,906","28,961","9,562","14,680","9,516","15,330","9,063","10,997","4,233","8,327",827,"2,387",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1278,운정,67,0,"4,416",668,"16,275","10,194","27,727","7,338","28,571","11,005","15,262","6,824","11,581","4,994","10,652","5,342","9,944","6,858","9,573","6,258","8,329","9,133","9,421","9,000","12,953","16,465","14,716","19,161","11,227","23,944","5,853","18,781","4,422","11,571","3,293","10,604","2,784","8,875",733,"6,118",125,"1,473",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1279,금릉,45,2,"3,527",218,"11,617","2,527","18,702","5,780","15,734","10,824","11,064","5,496","8,861","4,340","8,739","4,459","7,986","4,863","7,804","6,457","6,605","7,257","7,266","8,271","8,484","11,403","10,438","14,501","10,556","15,440","5,150","15,519","3,958","9,284","3,291","7,995","2,283","7,570",535,"5,170",54,"1,646",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1280,금촌,112,1,"3,525",314,"9,703","4,346","20,081","9,298","19,383","16,330","12,694","8,655","11,149","8,038","11,669","7,477","12,212","9,802","11,461","9,955","11,204","9,570","11,739","11,250","13,482","14,688","15,880","16,983","16,826","17,806","7,767","15,400","5,566","11,420","3,998","8,880","2,717","7,812",592,"5,824",136,"1,565",0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경의선,1282,월롱,64,0,484,45,890,"2,166","1,925","8,393","2,050","11,075","1,880","4,392","1,894","2,124","2,161","2,018","2,967","2,620","3,295","1,812","2,749","1,408","5,290","1,969","7,070","2,024","10,310","2,688","10,352","2,519","3,735","2,202","3,089","2,220","2,269","2,476",744,"1,961",67,"1,526",10,567,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1283,파주,116,2,747,4,"1,247",698,"2,530","2,567","3,507","6,122","2,009","4,732","1,906","2,206","2,172","1,209","3,041","1,341","2,478","1,482","2,502","1,059","3,776","1,470","5,372","1,536","5,371","1,926","4,528","2,021","1,289","1,969",969,"1,487",823,"1,226",280,"1,060",36,900,2,446,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1284,문산,"1,137",3,"2,846",31,"8,340","2,132","16,608","7,810","17,677","13,668","12,461","5,274","9,742","6,828","9,476","7,785","10,164","8,155","10,425","8,644","9,947","6,794","9,574","10,655","11,329","11,664","13,357","12,287","11,918","13,629","5,511","16,384","4,266","9,834","3,078","7,875","1,889","7,262",121,"5,378",0,"2,919",0,12,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,26,270,47,203,4,3,0,0,3,3,5,4,110,97,88,31,383,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경의선,1286,운천,0,0,0,0,0,0,0,0,1,1,51,59,29,17,10,0,0,1,0,0,0,0,7,10,27,1,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1291,서울역,0,0,740,16,999,"7,204","2,598","21,079","3,193","31,082","2,078","17,396","1,451","6,848","1,893","4,636","2,571","4,590","3,099","5,837","3,878","2,837","5,928","2,479","8,111","3,407","14,724","4,258","21,163","5,230","9,207","2,648","5,349","1,541","5,043","1,325",788,201,"1,809",774,0,254,1,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1292,공덕,11,0,641,62,"1,941","2,113","4,679","7,480","5,995","19,331","5,416","8,735","5,797","3,766","5,804","4,109","5,919","4,224","6,086","4,122","6,000","3,938","6,085","4,358","7,797","5,221","11,721","6,944","17,113","7,461","8,629","4,825","7,452","4,104","7,571","3,525","6,055","3,026","2,566","1,947",183,263,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1293,홍대입구,7,0,398,203,791,558,"1,270","1,845","1,796","6,754","1,451","6,552","1,506","4,721","1,589","4,724","2,135","5,671","2,783","5,559","3,480","5,889","4,215","5,859","5,336","5,855","7,215","6,393","7,894","7,391","6,103","4,445","5,878","3,019","6,573","2,285","6,263","1,918","2,867","1,504",56,199,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1294,디지털미디어시티,6,0,"1,189",473,"3,513","1,567","9,503","2,142","10,301","4,690","5,907","4,177","4,546","2,489","4,124","2,836","4,433","2,852","4,094","3,475","4,053","3,296","4,264","3,702","5,232","4,998","5,461","7,345","5,335","10,555","2,969","7,922","2,261","4,954","1,895","4,414","1,474","3,696",831,"2,664",50,451,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경의선,1295,김포공항,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경의선,1296,계양,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경춘선,1311,신내,24,1,"1,458",509,"5,210","2,663","12,950","6,058","10,517","9,640","5,369","2,754","4,290","2,552","3,881","2,465","3,876","2,463","3,711","3,298","3,621","2,828","4,067","4,697","4,749","3,913","5,719","7,178","7,338","9,345","3,157","6,765","1,847","3,960","1,600","3,079","1,260","2,783",699,"2,107",92,643,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1312,갈매,10,0,"1,879",439,"4,478",939,"14,726","2,538","9,390","5,091","6,468","2,475","4,469","3,050","3,688","2,003","3,832","2,282","3,723","3,173","3,352","2,613","3,465","4,529","3,780","4,222","3,787","6,814","4,896","10,212","2,323","7,542","1,803","4,281","2,400","3,244","1,461","2,975",742,"1,794",23,508,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1313,별내,27,1,"1,192",564,"2,837","1,599","8,051","3,950","7,618","5,888","5,075","3,316","4,092","3,358","3,691","2,731","4,060","2,650","4,051","3,118","4,215","3,030","4,163","4,161","5,356","3,878","5,456","6,022","6,194","6,801","3,169","6,488","2,141","3,180","2,000","2,173","1,609","2,475",842,"1,257",49,381,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1314,퇴계원,19,0,"2,823",497,"5,821","1,619","17,088","3,356","12,368","4,886","9,594","2,829","7,133","3,499","5,881","3,147","6,861","3,049","5,801","3,930","3,901","4,177","4,392","6,025","4,678","7,027","4,885","9,135","5,686","11,094","2,280","10,873","1,778","6,128","1,465","4,521",960,"5,416",405,"2,415",24,849,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1315,사릉,61,0,"1,732",576,"3,712","1,547","9,739","4,296","7,651","4,255","5,107","2,346","4,041","2,228","3,541","2,282","3,556","2,495","3,257","2,105","2,599","2,675","2,804","3,108","3,356","3,609","4,234","5,334","4,667","7,919","1,924","7,361","1,261","3,472",933,"2,773",528,"2,476",175,"1,707",14,392,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1316,금곡,15,1,"1,757",294,"2,142","1,020","5,055","2,343","4,494","5,884","3,503","2,376","2,914","1,810","3,128","1,647","2,987","2,330","2,863","1,849","2,346","2,448","2,897","2,390","2,892","2,944","3,432","3,968","3,631","4,409","1,322","3,859",999,"1,690",606,"1,945",436,"1,551",195,"1,074",8,251,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1317,평내호평,651,9,"5,759",726,"14,192","1,879","29,774","4,686","23,574","10,295","13,956","6,819","12,855","5,223","11,302","5,718","10,320","8,170","9,357","7,402","7,889","10,321","8,254","10,278","8,552","12,650","9,468","21,932","8,956","24,865","5,515","19,555","4,335","11,635","4,015","9,125","3,650","8,238","1,552","5,731",57,"2,629",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1318,천마산,8,0,960,153,"3,253",679,"7,459","1,532","6,226","1,974","5,050","1,708","4,002","1,363","2,841","1,643","2,918","1,830","2,489","2,040","2,497","2,433","1,938","3,222","2,220","3,311","1,920","4,812","1,777","4,171",860,"5,032",645,"3,227",530,"2,397",240,"1,760",112,"1,127",3,265,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1319,마석,17,0,"1,293",452,"8,835","2,821","15,513","5,818","14,251","6,391","10,120","5,488","8,708","4,256","7,322","5,226","7,558","5,623","6,972","6,653","6,612","7,038","6,977","7,706","7,741","8,323","7,064","12,476","6,570","12,284","3,456","10,960","2,687","7,290","2,059","5,577","1,548","5,181",602,"2,242",29,903,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1320,대성리,0,0,"3,848",125,"4,502",344,"2,086",809,"1,973",850,"2,781",684,"3,646","1,226","3,127","1,206","1,211","1,276","1,100","3,161","1,110","8,028","1,189","3,809","1,429","3,755","1,456","3,133",775,"1,824",511,"1,649",250,719,250,381,256,333,131,292,5,20,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1321,청평,19,3,962,229,"2,540","1,093","4,388","1,661","5,013","3,612","4,103","4,572","4,073","3,181","4,334","2,500","3,869","3,307","3,449","3,203","3,621","3,126","3,966","3,870","3,632","4,306","4,570","5,279","3,086","4,201","1,466","3,922","1,295","2,267",903,"1,984",498,"1,553",205,"1,172",9,266,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1322,상천,0,0,365,43,351,203,582,269,680,735,624,672,620,767,691,640,616,588,647,474,796,789,796,633,930,523,655,509,376,503,179,540,96,227,59,280,24,117,16,95,0,29,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1323,가평,0,0,830,148,"1,870",807,"3,641","2,204","4,544","4,717","4,483","3,072","3,511","2,983","3,860","3,232","3,366","3,408","2,931","3,297","3,552","3,203","3,708","3,978","4,465","2,969","5,088","4,221","3,923","3,730","2,065","4,031","1,571","2,636",960,"1,730",481,"1,709",209,"1,312",18,457,1,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1324,굴봉산,0,0,84,2,48,8,133,73,192,195,206,279,199,550,261,423,314,253,279,264,325,221,402,216,327,181,222,205,110,189,108,104,66,101,25,57,6,59,13,43,0,12,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1325,백양리,0,0,58,3,50,16,51,197,77,225,71,200,226,352,317,319,224,259,277,154,264,272,251,130,233,148,333,72,211,93,52,32,30,49,24,38,14,20,12,22,1,8,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경춘선,1326,강촌,9,0,379,71,379,147,492,370,670,"1,736",714,"1,986",696,"1,441","1,010","1,917",984,969,"1,111",885,"1,814","1,017","2,254",696,"2,034",917,"1,426",690,847,710,451,517,292,398,259,404,88,331,39,280,7,73,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1327,김유정,83,4,180,9,316,120,724,684,643,"1,084",587,700,625,"1,141",668,"1,478",746,"1,608","1,019","1,028","1,152",958,"1,441",743,"1,346",815,"1,502",898,"1,184",630,345,574,308,405,138,275,106,286,40,210,15,72,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경춘선,1328,남춘천,509,5,"1,710",33,"3,649",980,"4,633","2,724","6,291","6,195","6,939","6,580","6,362","4,724","6,020","8,693","6,311","8,661","7,891","6,429","7,932","5,161","9,530","6,652","8,672","6,410","7,595","6,596","6,047","7,481","4,656","8,969","3,604","4,422","3,287","4,553","2,038","5,104",824,"2,522",7,"2,111",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경춘선,1329,춘천,298,4,718,11,"1,290",339,"1,903","1,326","2,799","4,776","3,214","5,979","2,609","4,394","3,047","4,938","2,941","4,242","4,529","4,037","4,962","2,643","6,852","3,242","7,864","2,418","6,288","2,707","4,790","2,722","2,839","2,784","1,735","1,833","1,264","1,768",801,"1,386",299,"1,261",3,728,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,수인선,1873,고색,689,5,"3,499",448,"8,953","3,288","20,668","19,057","16,764","26,396","8,502","6,485","5,950","3,950","5,783","4,826","6,527","4,890","5,949","4,590","5,129","4,653","6,728","5,962","8,764","8,309","17,979","10,580","21,522","14,407","7,206","14,461","7,022","9,226","4,522","6,824","2,518","6,326",952,"4,211",6,"2,282",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1874,오목천,11,1,"1,292",388,"6,578","1,992","15,171","5,623","14,763","16,620","9,171","8,282","7,250","5,435","6,711","4,841","8,836","5,526","8,005","6,780","6,882","4,846","9,758","6,263","13,596","8,580","14,433","8,034","11,556","14,757","5,285","9,072","3,424","5,693","3,425","4,853","2,568","5,775",914,"3,373",17,356,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1875,어천,0,0,282,92,"1,954","1,585","5,296","3,902","5,000","3,908","3,907","1,770","2,987","1,608","2,907","1,816","2,944","1,956","2,712","2,552","2,144","2,313","3,285","2,607","4,701","3,840","3,565","3,738","4,423","5,326","1,741","3,565","1,327","2,150",700,"2,323",521,"1,685",222,864,2,166,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1876,야목,1,0,240,10,"1,300",435,"1,972",764,"1,696",693,"1,111",501,784,538,704,466,724,488,632,500,605,489,868,643,927,887,"1,226","1,026",924,"1,954",409,"1,132",259,516,186,682,154,498,51,315,1,46,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,수인선,1877,사리,4,0,"5,159",406,"11,710","1,893","26,394","4,021","23,283","5,388","13,428","3,070","9,801","3,057","8,226","2,847","8,146","3,989","7,529","5,254","5,945","5,080","5,958","7,230","6,553","11,366","7,513","12,915","7,022","21,745","4,257","14,434","2,790","9,899","2,187","10,541","2,449","8,333",812,"5,665",12,787,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1878,달월,0,0,9,51,32,116,197,108,107,215,75,105,73,103,118,85,109,101,96,94,107,108,133,101,203,114,323,123,752,139,95,76,44,79,24,46,20,63,16,36,2,5,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1879,월곶,1,0,"1,708",400,"4,930","1,518","12,443","1,751","11,933","3,120","6,670","3,240","5,001","5,116","4,829","4,953","4,738","4,727","4,330","4,177","4,380","4,301","4,549","5,279","5,456","6,776","5,410","8,149","6,911","10,834","3,586","5,999","2,198","4,369","1,861","4,496","1,308","3,529",521,"1,997",1,353,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1880,소래포구,12,0,"2,933",375,"8,062","2,512","18,119","3,786","15,223","7,132","8,741","6,406","7,433","6,472","9,164","11,349","9,840","13,237","9,474","10,815","12,064","9,155","13,683","8,816","11,871","10,687","10,073","12,513","8,544","15,425","5,103","10,429","4,144","7,123","3,974","6,872","2,914","5,398","1,334","3,987",27,694,1,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1881,인천논현,4,1,"2,635",778,"6,385","4,625","16,063","8,285","14,805","13,359","10,064","9,023","8,395","7,053","9,227","7,712","9,623","8,614","8,664","9,198","8,590","9,495","9,584","10,347","10,029","13,678","12,098","17,314","11,492","19,855","7,384","12,240","7,073","8,318","6,816","6,897","5,048","5,112","2,363","3,970",3,689,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1882,호구포,6,0,"1,909",710,"3,458","6,536","7,655","18,273","8,003","20,409","5,580","4,536","4,987","2,927","4,959","3,484","5,590","4,224","5,021","4,092","4,917","4,241","5,099","4,522","6,114","5,925","16,505","7,084","16,068","7,999","5,411","6,360","5,533","4,715","3,925","4,018","1,791","3,013",980,"2,494",5,573,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1883,남동인더스파크,3,0,388,887,"1,054","4,524","1,388","18,681","2,148","21,829","1,385","2,831","1,458","1,316","1,788","1,455","1,866","1,549","1,970","1,370","2,163","1,204","2,693","1,170","3,842","1,269","15,243","1,762","11,490","1,930","4,482","2,166","4,280","1,692","1,966",991,563,573,212,363,0,40,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1884,원인재,70,2,"3,690",719,"7,160","2,500","14,563","5,789","16,474","8,574","9,566","4,907","7,927","5,028","7,834","5,400","7,650","5,944","7,434","6,189","6,502","6,898","7,053","8,780","7,244","10,566","8,168","13,365","8,265","17,094","5,023","11,358","4,191","8,156","3,804","7,611","2,888","6,409","1,606","4,485",81,"1,010",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1885,연수,8,1,"2,832",803,"7,033","2,431","15,615","5,068","14,078","11,800","7,576","7,573","6,733","7,037","7,160","6,382","7,908","7,567","7,885","7,631","8,271","7,486","8,963","8,182","8,904","10,901","9,503","15,127","11,528","16,312","6,411","10,469","5,778","7,326","5,478","6,519","4,380","4,480","2,329","3,103",35,708,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,수인선,1886,송도,10,0,"2,044",348,"4,589","1,874","8,729","2,601","8,562","4,038","5,001","2,512","4,372","2,664","4,752","3,074","5,180","3,373","4,858","3,309","4,299","3,863","5,059","4,978","5,247","5,511","5,076","7,001","3,712","7,689","2,444","5,308","1,879","3,444","1,484","3,374",897,"2,268",373,"1,529",8,406,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1888,인하대,31,0,"4,490",604,"12,512","2,659","26,407","5,736","21,856","23,125","10,278","13,534","9,708","16,637","11,279","10,459","12,446","11,612","12,673","11,710","13,339","11,592","15,847","11,339","19,868","14,714","20,242","19,998","16,289","27,120","9,431","14,868","8,844","10,698","8,468","9,651","6,403","7,007","3,963","5,227",96,"1,362",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1889,숭의,9,0,"3,587",824,"6,848","3,433","14,818","8,334","12,254","11,605","7,386","4,956","7,318","4,466","7,104","4,150","7,181","5,591","6,755","6,729","6,426","5,483","7,410","6,439","9,570","8,392","10,503","9,193","9,339","13,298","4,878","7,385","3,289","5,901","2,334","5,640","1,783","3,944",799,"2,598",18,618,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1890,신포,7,1,"1,055",251,"1,845","1,101","3,462","4,600","3,370","8,081","2,234","3,414","2,071","3,080","2,462","3,124","3,003","3,322","3,208","3,755","3,882","3,533","4,740","3,588","5,959","3,932","6,165","4,241","6,079","5,293","3,133","2,609","2,478","1,871","2,031","1,555","1,420","1,187",488,850,4,202,1,0,0,0,0,0,2025-04-03 10:13:54
2025-03,수인선,1891,인천,97,1,622,323,"1,123","1,063","2,023","2,596","1,967","4,420","1,794","2,522","1,771","3,047","1,799","4,832","2,257","4,982","2,447","4,537","2,733","4,387","3,946","3,912","3,363","3,704","3,013","3,511","2,881","3,763","1,618","2,638","1,127","1,921",875,"1,493",437,"1,256",138,841,4,262,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경강선,1501,판교,7,0,731,10,"2,489","8,298","4,682","21,442","5,993","36,421","2,544","20,108","2,861","12,660","3,453","8,487","7,517","8,298","5,207","5,249","6,937","5,590","9,761","5,145","15,394","6,626","21,447","7,588","25,494","6,713","18,197","3,779","16,128","2,365","14,165","2,501","6,526","1,204","1,994",730,3,262,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경강선,1502,이매,19,0,570,36,"1,682","1,001","3,908","2,279","2,929","3,169","1,688","1,421","1,494","1,182","1,374","1,006","1,560","1,131","1,346","1,410","1,341","1,291","1,709","1,588","2,012","1,528","2,181","2,435","2,154","2,828","1,260","1,675","1,262","1,245","1,343",958,"1,165",758,357,414,10,60,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경강선,1503,삼동,0,0,"1,777",40,"5,720","1,258","13,103","2,161","13,503","2,066","7,360","1,201","4,746","1,247","3,797","1,398","3,403","1,888","2,877","1,967","2,399","2,590","2,298","3,771","2,497","5,216","3,348","8,111","2,762","9,489","1,306","8,788",879,"5,373",701,"4,913",454,"3,524",146,"1,791",13,36,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경강선,1504,경기광주,0,0,"3,196",287,"17,135","2,577","43,701","5,862","41,862","10,239","20,541","4,778","15,121","4,778","12,344","5,358","11,297","6,906","9,909","7,725","8,638","9,064","8,738","10,944","10,775","16,548","11,198","22,316","8,619","35,172","4,473","32,129","3,191","19,336","2,484","15,435","1,566","11,527",511,"5,924",68,96,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경강선,1505,초월,0,0,"1,952",107,"8,158","1,597","18,710","4,365","20,070","5,444","9,017","2,030","6,770","2,232","6,109","2,169","5,300","2,768","4,429","3,206","3,947","4,053","3,740","4,994","5,156","7,106","6,315","9,028","4,780","15,176","2,307","11,733","1,805","8,545","1,290","7,551",693,"6,712",294,"4,183",21,41,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경강선,1506,곤지암,1,0,"1,076",255,"3,121","2,397","7,779","4,920","6,704","6,599","4,882","2,687","3,515","2,234","3,866","2,670","4,027","2,910","3,564","2,823","3,287","3,008","4,020","3,443","5,119","4,402","7,068","5,616","5,771","6,806","2,531","5,105","1,717","3,944","1,072","3,166",371,"3,030",132,"1,639",15,380,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경강선,1507,신둔도예촌,0,0,884,28,"2,928",478,"6,272","2,660","5,208","3,861","3,782","1,735","3,002","1,317","2,419","1,630","2,636","1,473","2,519","1,417","2,219","1,666","3,100","2,099","3,259","2,826","3,967","3,917","3,418","4,809","1,326","5,003",992,"3,182",636,"2,530",286,"2,456",121,"1,295",1,346,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경강선,1508,이천,5,0,908,66,"3,590","1,808","8,830","6,251","7,385","8,838","6,580","4,015","5,889","4,190","5,488","4,189","5,192","4,821","5,190","4,616","4,967","4,654","5,551","5,143","7,265","6,697","7,474","7,320","7,329","9,471","3,925","8,302","3,044","6,866","2,507","4,596","1,235","3,520",613,"2,216",13,"1,032",0,0,0,0,0,0,2025-04-03 10:13:53
