사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2025-03,경부선,1706,안양,301,4,"15,579","2,531","37,320","11,087","90,878","20,289","76,360","56,197","45,949","58,039","36,499","36,348","36,422","36,673","42,566","35,650","40,794","41,320","39,102","33,239","49,116","40,868","59,755","47,313","59,523","66,784","44,138","91,572","28,952","67,002","24,487","39,389","23,283","35,200","19,040","26,520","8,415","19,736",443,"2,595",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1707,명학,75,3,"6,316","1,733","10,565","7,562","25,507","25,929","20,627","54,187","11,906","15,497","9,623","11,448","10,135","13,264","10,587","8,109","10,723","9,557","13,268","9,485","12,903","8,380","17,188","9,734","30,616","13,993","36,023","20,030","12,990","17,025","11,041","9,535","7,317","8,465","4,359","7,827","2,005","5,724",182,"1,175",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1708,금정,570,4,"23,956","5,243","39,098","21,995","94,116","47,545","92,181","93,786","57,696","37,079","43,164","24,712","39,210","27,844","41,253","28,798","37,792","31,322","34,886","33,683","36,734","43,182","44,198","53,223","71,293","73,711","78,098","98,327","38,139","77,348","29,858","49,597","24,401","46,388","17,508","38,029","8,192","25,814",662,"10,429",0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경부선,1709,군포,41,1,"5,360","2,712","8,323","11,400","18,381","32,727","17,038","39,079","10,038","8,262","8,331","4,767","8,119","4,760","8,316","5,355","7,218","5,964","6,996","6,143","7,975","7,617","11,547","8,251","24,957","10,980","32,229","14,536","11,161","11,813","8,339","7,489","4,613","6,895","2,472","5,767","1,104","3,550",57,600,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1710,의왕,96,1,"6,789","2,188","13,992","8,254","29,411","32,517","28,388","30,846","15,337","12,651","12,001","8,160","12,784","8,389","13,292","8,697","11,444","10,278","10,935","8,978","13,004","11,573","18,671","15,310","29,666","19,695","25,501","28,567","12,166","20,971","9,423","14,023","6,967","12,529","4,074","10,445","1,841","7,099",119,"1,290",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1711,성균관대,220,11,"9,125","2,428","29,087","7,815","72,964","10,700","58,850","30,507","30,897","21,631","25,372","18,249","23,367","18,537","25,006","17,071","23,531","20,567","21,267","18,925","23,333","23,885","32,004","31,108","31,365","44,260","28,596","66,201","17,674","51,848","14,594","31,841","13,837","28,998","11,280","25,019","5,767","16,918",316,"2,781",0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경부선,1712,화서,312,10,"8,661",962,"25,554","3,599","49,088","6,748","38,288","13,482","18,729","12,057","14,883","11,765","13,505","18,274","13,841","19,406","14,177","22,903","15,644","20,474","19,445","21,751","23,790","23,806","23,649","31,125","22,752","47,860","17,413","35,966","14,326","20,021","13,358","15,486","10,908","13,581","2,030","8,878",123,"1,592",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1713,수원,"2,179",37,"20,014","4,638","38,341","31,858","79,357","58,677","73,929","82,261","53,369","77,797","51,634","76,129","55,447","78,369","61,128","91,571","63,382","84,512","65,926","81,381","83,785","83,703","103,071","98,484","105,258","111,587","109,828","137,800","85,327","96,800","89,972","57,515","69,822","45,917","61,153","35,613","24,563","23,739",661,"7,421",0,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1714,독산,522,8,"8,529","2,381","19,351","13,739","49,664","43,275","46,338","91,194","26,920","39,293","20,458","14,090","20,057","12,019","20,364","13,389","19,392","14,798","17,829","13,718","19,512","18,910","30,340","21,259","56,478","30,449","64,247","46,260","27,811","37,180","17,268","22,775","11,657","22,749","7,494","20,855","2,571","12,515",132,"1,073",0,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1715,세류,494,5,"4,200",731,"9,602","3,664","17,730","3,934","11,914","4,286","6,895","3,214","5,733","3,167","5,213","3,506","4,929","3,446","4,511","3,682","4,112","4,036","4,570","4,986","6,353","6,357","7,330","8,428","5,515","14,044","3,384","10,485","2,595","7,640","2,180","7,138","1,379","5,442",459,"3,202",10,900,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1716,병점,"3,336",30,"8,151","3,002","30,516","11,916","57,378","21,232","48,636","33,936","33,825","21,171","29,375","17,451","28,108","18,463","28,962","21,950","23,747","19,587","23,907","22,502","28,146","28,096","31,110","34,162","37,001","48,218","34,205","55,327","21,938","45,751","16,420","34,106","12,865","26,039","9,748","26,393","3,262","16,542",39,"7,405",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1717,세마,236,2,"2,283","1,228","7,244","3,322","12,386","5,447","11,037","10,087","7,262","2,832","5,376","2,176","5,156","2,844","4,874","2,581","5,226","3,492","4,510","3,526","5,208","3,788","6,660","7,588","8,159","9,230","8,828","10,559","3,396","9,096","2,455","6,344","2,076","5,659","1,434","5,382",568,"2,613",67,344,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1718,오산대,268,1,"3,268",851,"7,729","2,331","14,825","4,375","12,110","11,155","7,794","4,675","6,125","4,346","5,945","3,937","5,670","4,012","5,983","4,765","5,483","4,893","6,860","4,763","8,179","7,385","9,299","10,114","9,463","13,427","4,051","11,111","3,610","6,729","3,233","5,905","2,180","4,923","1,082","3,177",133,316,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1719,오산,380,2,"7,307","1,897","16,832","9,355","29,996","25,450","32,462","21,533","22,618","15,398","20,860","12,939","19,800","12,348","20,888","15,258","18,449","16,310","18,000","16,348","19,213","21,469","23,323","25,810","26,247","31,346","26,219","35,365","15,925","26,191","12,178","20,556","8,875","15,760","5,061","11,251","2,201","8,910",140,891,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1720,진위,41,1,910,365,"1,588","2,762","3,222","8,347","2,947","8,414","2,190","2,708","2,019","2,316","1,910","1,262","1,879","1,195","1,741","1,195","1,778","1,359","4,511","1,708","4,342","1,806","7,362","2,617","7,362","2,663","2,829","2,371","1,606","1,758","1,046","1,397",495,"1,276",242,841,15,74,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1721,송탄,61,3,"5,519",735,"7,945","3,288","13,724","6,105","12,792","10,386","10,310","4,639","8,770","4,173","8,770","4,632","8,384","5,546","8,011","6,048","7,191","7,018","8,283","7,816","10,762","9,556","9,374","12,540","9,694","13,458","5,749","12,771","4,086","10,285","3,283","8,622","1,997","7,363",961,"6,204",84,609,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1722,서정리,66,0,"4,508","3,657","12,970","7,784","19,354","15,615","18,458","20,779","15,972","10,163","14,443","7,803","14,032","8,047","14,540","10,727","12,358","11,907","13,263","11,190","15,618","13,665","21,173","19,743","32,543","21,638","20,150","22,253","11,713","19,157","9,022","16,070","7,911","11,770","4,547","11,024","2,413","8,728",128,769,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1723,평택지제,9,2,"2,652","5,582","5,647","8,212","12,235","12,761","11,856","7,444","8,030","5,562","7,085","4,044","6,370","4,618","7,226","4,869","5,208","4,574","5,724","4,972","7,798","6,753","8,537","8,700","14,522","10,087","9,728","11,452","8,205","9,184","5,538","6,719","5,053","6,554","4,997","5,967","2,648","3,340",75,503,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1724,평택,87,3,"7,465","3,103","13,567","9,009","30,370","16,045","34,361","25,799","30,258","22,869","26,716","19,348","24,484","23,015","24,427","24,752","25,627","24,275","24,554","27,113","26,478","30,487","30,638","38,251","33,270","42,518","30,071","42,574","21,085","26,798","21,415","22,905","14,973","17,869","13,097","13,381","6,730","7,163",144,"2,362",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1725,성환,33,0,"2,134",847,"3,728","2,811","7,053","13,030","7,401","24,360","7,436","28,986","7,929","11,863","8,611","7,149","10,909","11,607","13,057","10,128","12,327","6,193","19,924","6,856","28,598","8,217","23,847","9,174","16,551","9,100","7,106","7,097","6,052","6,650","3,943","5,448","2,602","6,283","1,001","4,954",63,"1,249",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1726,직산,79,0,866,344,"1,999","1,215","2,758","3,344","2,733","3,835","2,133","1,438","1,944","1,218","1,865",980,"1,590","1,267","1,712","1,378","1,471","1,339","1,809","1,461","1,847","2,021","4,078","2,553","3,469","2,524","1,354","2,584","1,005","1,541",670,"1,429",343,"1,337",195,970,23,153,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1727,두정,967,1,"5,238","1,356","10,575","4,237","18,677","11,286","18,878","29,574","18,124","29,100","13,385","18,313","14,181","14,963","16,600","16,411","15,389","14,263","15,613","12,395","19,025","11,951","21,131","18,632","22,476","21,803","20,540","26,093","13,649","18,560","10,485","15,099","10,038","11,579","6,841","11,944","3,467","8,625",40,"2,607",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1728,천안,"1,557",7,"2,949",717,"6,046","3,636","12,295","6,569","12,280","18,064","16,832","15,995","13,165","13,911","14,545","15,611","14,621","16,072","14,883","14,590","20,888","14,242","22,650","15,271","25,598","16,497","22,840","22,295","19,271","20,155","12,692","12,771","9,567","9,934","7,145","7,796","4,283","5,675","2,309","3,491",27,"2,282",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1729,당정,24,0,"4,268",860,"11,626","3,076","25,928","9,113","22,697","18,020","13,367","11,459","9,733","7,951","9,946","5,722","11,055","7,059","9,443","6,762","9,094","6,316","10,749","8,322","12,000","11,136","14,401","14,321","14,462","21,666","6,657","17,293","5,046","11,518","4,071","10,458","3,281","9,902","1,255","6,382",78,"1,163",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1749,서동탄,1,0,"1,472",13,"6,172",678,"10,559","1,304","4,334","1,282","3,115",769,"2,270",711,"2,204","1,041","1,923","1,194","1,644","1,213","1,547","1,577","1,934","2,087","1,618","2,652","1,749","3,252","1,957","6,002",936,"5,942",789,"2,871",458,"2,068",414,"2,527",128,"1,523",2,"1,105",0,4,0,0,0,0,2025-04-03 10:13:54
2025-03,경부선,1750,광명,0,0,21,"1,806","3,463","3,180","11,241","6,676","10,472","8,216","7,124","6,458","4,644","4,248","8,450","2,833","5,996","8,086","5,662",309,"3,754","8,932","6,894","4,217","8,293","5,339","9,772","7,616","10,449","12,362","8,227","6,926","2,759","4,615","7,686","3,097","2,626","4,527","1,040",36,0,0,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경인선,1801,개봉,"1,289",8,"18,423","5,638","39,028","13,197","94,219","14,455","86,685","24,406","54,577","21,758","40,599","17,840","36,568","21,559","37,338","26,961","34,244","26,769","29,396","30,449","29,567","40,597","33,650","49,884","34,488","67,141","30,479","93,324","19,457","69,099","16,042","43,544","12,959","39,386","9,257","32,459","3,552","18,481",58,"1,881",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1802,오류동,559,5,"12,573","1,573","18,182","4,219","48,934","5,658","48,306","11,959","30,985","11,455","23,187","8,727","21,636","9,763","21,804","13,745","19,036","14,610","16,332","15,362","16,821","20,047","16,677","23,226","15,759","30,077","14,040","43,507","8,709","38,581","6,373","23,326","5,340","22,340","3,600","19,250","1,515","12,445",55,"1,552",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1803,역곡,885,12,"29,218","2,710","45,600","9,400","112,090","14,486","105,498","40,643","64,646","37,570","45,223","26,221","41,699","27,683","43,625","32,412","43,036","33,301","35,582","35,006","38,409","42,990","43,562","57,831","46,845","76,659","39,107","111,655","25,217","89,017","19,792","51,723","16,795","50,597","13,530","41,138","6,514","27,182",370,"4,092",1,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1804,부천,"3,268",32,"39,843","4,151","42,203","11,131","97,323","18,217","98,946","50,045","63,223","45,905","50,343","42,274","50,552","42,236","54,927","53,957","53,900","57,140","53,107","52,974","59,082","60,889","63,862","67,222","60,708","94,206","58,940","110,699","38,881","90,927","31,753","56,605","28,628","51,597","23,143","41,548","10,629","27,881",833,"5,094",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1805,송내,"1,462",3,"16,277","7,703","39,156","15,346","104,477","28,881","88,413","73,658","53,669","39,598","39,811","23,424","40,669","22,191","39,284","26,039","35,015","27,484","32,378","28,906","34,208","34,081","38,868","44,238","47,618","65,585","71,611","90,963","29,712","80,172","22,206","48,525","18,444","43,010","13,932","35,631","6,359","22,399",692,"3,777",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1806,부평,"10,070",52,"22,497","3,963","37,023","9,526","88,168","19,244","78,655","33,831","50,138","38,365","42,509","35,916","43,853","43,238","47,242","49,568","47,313","55,083","47,476","57,654","52,356","57,652","55,576","72,627","60,126","90,603","54,993","118,883","42,783","94,968","38,527","53,997","36,395","47,020","30,527","37,371","16,677","24,649","2,759","7,813",1,2,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1807,백운,162,27,"8,781","1,241","15,427","2,300","29,931","4,325","27,097","10,153","16,960","6,447","14,299","6,067","13,245","7,546","13,126","8,178","11,416","9,113","10,102","9,741","9,812","11,969","11,008","16,443","10,760","19,927","8,759","25,900","4,990","23,741","4,076","14,057","3,699","12,807","2,296","10,763","1,218","6,642",158,"2,396",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1808,동암,467,6,"20,896","2,580","28,868","6,484","58,816","12,739","55,641","16,606","33,804","14,200","27,971","14,772","27,364","17,440","28,087","19,447","25,125","19,529","22,222","21,480","21,668","26,283","22,528","35,431","23,527","46,640","21,497","58,259","14,232","49,552","11,489","33,451","9,934","29,066","7,251","25,414","3,909","14,465",412,"4,601",1,3,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1809,주안,"1,134",30,"14,636","2,999","29,162","7,331","60,038","17,869","54,462","29,277","36,771","25,551","30,054","19,209","32,333","20,453","34,841","22,426","31,387","22,045","28,576","22,890","33,004","26,420","34,484","34,814","38,945","42,694","36,538","57,068","23,100","55,465","20,102","32,383","18,578","28,512","14,826","26,573","7,644","18,432",756,"5,670",0,3,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1810,제물포,814,10,"7,865","1,794","17,180","5,219","37,875","15,194","32,010","36,279","20,459","18,029","16,753","10,598","17,699","9,879","18,272","13,748","16,987","13,827","15,585","12,597","21,025","15,101","26,750","19,984","24,141","24,210","24,608","32,328","10,422","27,653","8,337","16,997","7,317","15,653","4,756","14,158","1,542","9,788",72,"3,094",0,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1811,동인천,"1,733",17,"7,210","2,214","17,904","9,967","40,969","21,334","31,935","28,073","22,044","15,647","19,887","17,133","21,064","19,495","22,981","19,706","22,769","21,148","22,414","19,606","25,660","22,030","29,091","25,909","34,424","28,580","33,292","33,841","16,485","33,142","12,205","19,693","9,288","16,517","6,085","14,764","2,255","8,955",12,"3,405",0,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1812,인천,409,18,"1,204",906,"3,398","2,937","5,356","6,520","4,989","9,721","4,072","5,981","4,056","7,472","4,836","10,032","6,545","10,379","8,272","9,240","10,940","7,761","12,818","6,211","15,227","5,363","15,135","4,651","14,376","3,876","6,480","3,256","4,745","2,501","2,801","1,951","1,549","1,682",517,"1,272",3,"1,017",0,3,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1813,구일,236,1,"4,605","2,084","10,239","6,609","26,852","8,725","22,765","13,475","14,141","15,752","11,479","7,442","11,150","9,299","11,077","17,686","10,088","17,582","10,129","9,611","19,163","10,611","24,799","12,449","22,891","18,784","12,048","27,679","6,165","20,012","5,473","11,586","8,321","11,003","3,720","8,836","1,127","6,202",25,544,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1814,소사,"1,086",11,"13,234","2,340","12,988","5,849","27,570","7,413","24,808","10,104","17,805","8,301","15,090","9,415","13,854","8,595","14,931","10,364","13,999","10,774","12,450","10,463","12,835","12,665","14,734","14,988","13,971","19,848","11,524","23,561","6,684","19,322","4,824","13,221","3,922","12,224","2,413","10,808","1,184","6,951",95,"1,960",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1815,부개,"2,025",7,"10,557","1,284","17,009","2,892","40,860","5,842","33,262","10,965","20,522","6,874","16,259","6,429","14,746","8,123","14,725","9,668","13,497","10,114","11,009","11,684","10,714","14,132","12,611","18,580","11,461","24,389","10,862","30,970","6,293","25,386","4,644","16,509","3,646","15,040","2,341","12,331","1,311","8,527",157,"2,077",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1816,간석,291,1,"5,825","1,283","11,066","2,823","21,205","4,561","19,603","9,278","11,631","5,001","10,121","5,317","9,799","5,501","10,372","6,446","9,391","7,644","8,686","8,147","8,844","9,143","9,832","12,788","9,094","14,821","9,558","19,047","5,084","17,113","4,101","10,643","3,376","8,445","2,426","7,616","1,146","5,349",140,"1,956",0,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1817,도원,665,43,"2,051","1,265","3,692","2,470","7,739","8,026","7,772","19,729","5,241","3,570","4,615","4,522","5,104","4,683","5,623","7,010","5,878","9,571","5,635","5,206","9,334","6,222","19,792","6,789","10,266","5,683","10,266","6,634","3,011","5,849","2,086","4,144","1,548","3,311",916,"2,935",373,"2,163",21,"1,244",0,2,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1821,온수(성공회대입구),159,6,"5,405","1,340","8,346","3,485","22,448","10,032","19,993","13,127","14,293","7,843","11,374","6,527","11,058","6,434","12,592","8,248","10,993","7,784","10,446","9,200","12,452","10,613","14,284","11,962","13,475","15,134","11,153","21,527","5,660","16,954","4,178","10,795","4,702","10,138","3,092","8,701","1,636","5,486",102,831,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1822,중동,"1,074",30,"11,101","1,476","18,314","4,324","42,648","5,529","34,685","10,996","21,754","7,895","16,441","7,975","16,276","9,216","16,535","9,988","14,559","12,784","13,083","12,242","12,627","15,504","13,000","18,366","13,127","25,561","11,661","33,412","6,811","27,334","5,148","17,221","4,312","15,424","2,826","12,965","1,180","8,406",113,"2,083",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경인선,1823,도화,267,2,"4,399",593,"7,052","1,579","16,152","4,297","13,855","7,767","9,232","3,980","7,907","3,814","7,709","4,465","7,893","5,956","7,168","5,705","6,739","6,129","6,683","7,260","7,915","9,607","7,179","9,900","7,013","11,442","3,541","10,502","2,725","6,594","1,874","5,528","1,304","4,739",661,"3,852",67,"1,625",1,3,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1008,이촌(국립중앙박물관),61,9,"1,272",628,"3,695","2,756","9,434","4,892","10,868","8,661","8,868","5,190","7,360","4,166","7,107","4,215","7,184","4,155","7,871","5,157","6,997","5,145","8,038","6,116","8,913","6,505","10,482","7,403","10,084","9,338","5,525","6,906","4,761","5,028","4,139","4,443","2,339","4,048",716,"2,418",57,713,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1009,서빙고,72,0,"1,099",684,"2,513","3,951","3,571","4,527","3,794","9,483","3,849","4,552","3,659","3,694","3,178","2,824","3,938","2,787","4,090","4,558","4,223","3,404","4,702","4,856","6,800","4,057","9,261","3,644","7,550","4,409","2,986","3,505","2,250","2,018","2,210","2,006","1,072","1,675",254,"1,066",21,241,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1010,한남,111,3,888,707,"1,699","4,459","2,831","10,616","2,953","14,231","3,301","11,732","3,528","6,926","4,631","5,022","5,401","5,187","4,573","5,659","6,156","4,495","7,738","4,883","8,689","4,968","14,236","5,890","13,385","6,261","7,109","4,159","5,501","2,194","5,541","2,024","4,378","1,334","1,599",796,64,293,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경원선,1011,옥수,0,0,2,11,6,81,23,31,177,355,52,34,60,245,21,197,19,80,29,16,22,19,28,22,501,80,431,63,69,44,392,24,48,20,59,10,34,12,13,4,0,0,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경원선,1012,응봉,107,0,"1,203",195,"3,152","1,001","7,210","1,403","6,939","2,159","5,216","2,232","4,103","3,088","3,694","2,808","3,294","2,777","3,235","3,183","3,373","3,753","3,664","3,553","3,641","4,576","3,188","4,897","2,781","5,909","1,819","4,718","1,365","3,017",908,"2,617",628,"2,001",252,"1,351",28,397,0,0,0,0,0,0,2025-04-03 10:13:53
2025-03,경원선,1013,왕십리(성동구청),979,8,"5,424","1,456","8,805","6,806","27,178","13,155","41,825","22,051","27,366","22,535","18,512","21,347","19,735","23,490","24,721","25,936","27,717","26,366","29,378","26,992","33,446","31,181","39,845","35,680","42,956","48,843","39,185","67,918","31,425","46,986","32,850","30,104","34,429","24,458","29,936","21,558","14,116","11,485","1,382","4,193",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1014,청량리(서울시립대입구),"1,323",13,"4,870","1,945","8,110","13,946","29,239","17,463","42,836","24,701","31,116","34,724","36,566","32,384","32,283","41,699","33,331","35,124","35,870","35,330","37,777","42,098","41,168","38,767","42,315","44,101","40,197","44,217","40,184","55,955","32,631","38,717","28,529","23,034","20,084","20,702","11,378","13,980","6,456","7,355",197,"3,411",0,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1016,외대앞,427,22,"4,653","2,866","8,315","11,599","22,788","7,106","25,423","31,798","15,774","13,793","13,654","21,381","15,400","23,482","16,803","17,248","18,055","13,828","21,318","18,397","23,473","15,522","29,038","18,091","34,446","23,132","23,286","29,716","16,068","21,690","14,281","16,127","13,779","15,095","11,569","15,570","5,831","11,263",371,"2,743",4,4,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1017,신이문,"1,481",3,"7,805","1,188","14,383","3,042","35,255","4,401","38,312","7,792","22,838","5,218","16,100","5,857","14,317","7,346","14,269","8,537","13,502","9,802","11,158","10,667","11,062","15,838","10,766","19,041","10,237","22,476","8,928","31,279","5,960","23,848","3,899","17,000","3,022","14,552","2,259","13,308",950,"8,084",107,"1,970",0,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1018,석계,"1,334",10,"5,330","1,640","10,354","4,380","20,709","5,508","23,315","9,148","16,273","7,733","14,471","7,221","14,227","9,560","14,096","9,697","13,637","11,363","12,513","12,354","11,821","16,664","13,345","21,443","12,696","25,494","11,259","33,781","8,204","24,167","6,743","17,540","6,603","14,939","5,528","12,617","3,159","7,741",172,"1,917",0,2,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1019,광운대,"2,296",6,"6,388","1,076","14,452","3,414","31,383","6,585","28,793","23,770","16,724","11,644","13,373","12,817","14,106","17,648","13,981","11,874","15,069","14,238","15,942","14,367","16,382","14,223","18,650","17,289","19,466","20,786","15,636","27,221","9,460","21,515","9,126","14,633","8,289","12,718","6,518","11,793","3,853","9,479",215,"4,975",0,12,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1020,월계,949,2,"4,873","1,292","9,424","2,300","25,146","7,502","24,055","16,351","15,992","17,036","13,052","9,037","13,109","6,906","14,627","9,412","13,392","12,659","12,306","9,479","15,096","11,087","20,182","14,014","16,253","16,027","11,110","23,397","6,062","16,677","4,711","10,828","4,205","9,906","2,692","8,827","1,127","5,378",101,"1,257",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1021,녹천,"1,323",41,"4,133",811,"7,783","1,407","20,609","4,928","17,987","4,787","10,558","2,618","8,700","3,525","7,790","3,258","8,594","4,239","6,630","4,319","5,688","5,468","5,653","6,487","7,156","7,976","5,988","10,054","4,808","14,792","3,012","11,189","1,981","7,485","1,968","6,794","1,685","6,669",425,"3,650",36,906,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1022,창동,0,0,0,0,1,0,1,0,4,0,5,0,7,0,8,0,9,0,13,0,7,0,10,0,9,0,6,0,9,0,4,0,4,0,5,0,3,0,1,0,1,0,0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1901,방학,380,11,"11,345","1,871","15,115","7,092","33,358","10,072","31,148","20,624","21,338","11,552","18,681","12,325","19,006","11,332","20,537","13,443","17,229","13,697","15,944","16,403","16,188","20,198","17,296","22,266","17,494","25,660","18,307","31,111","10,689","26,275","7,772","15,993","6,261","13,278","4,170","12,148","2,150","6,852",365,"2,331",1,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1902,도봉,211,1,"6,393","1,199","10,285","3,432","19,487","3,811","18,069","10,999","13,214","7,988","11,753","7,145","11,303","7,219","11,054","8,924","11,129","8,805","10,195","9,555","10,193","11,469","9,812","12,830","10,322","15,636","10,744","16,701","4,850","14,331","3,316","8,941","2,602","7,794","1,699","7,293",831,"4,098",161,"1,336",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1903,도봉산,217,3,"6,630",857,"9,389","2,446","20,861","4,722","21,437","7,993","15,608","12,374","13,569","15,681","14,206","15,270","16,277","16,101","19,229","12,956","22,594","11,379","23,495","10,984","22,624","10,922","18,149","10,284","13,665","11,032","8,132","8,575","4,880","5,895","3,567","5,142","2,233","4,534","1,077","2,928",132,"1,068",1,1,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1904,망월사,446,4,"7,439",987,"12,689","3,514","28,517","5,303","26,873","26,055","19,114","16,273","16,157","10,509","17,376","19,152","18,035","13,568","18,286","12,796","18,177","15,221","16,840","14,877","18,258","17,899","21,243","22,116","12,756","27,536","7,695","23,452","5,997","14,552","5,035","12,926","4,179","11,317","2,062","6,930",398,"3,645",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1905,회룡,"1,741",13,"14,109","2,541","28,826","6,581","58,363","8,959","52,021","13,450","34,164","11,287","29,020","11,719","27,133","14,929","25,948","16,892","22,374","17,957","19,005","21,163","17,382","26,443","17,193","30,877","16,085","38,934","12,982","47,764","8,313","44,105","6,567","26,626","5,557","21,460","3,806","17,903","1,520","11,053",267,"5,133",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1906,의정부,"3,145",10,"10,407","2,284","29,448","7,280","50,592","12,376","50,609","36,755","31,334","37,495","27,974","28,202","30,232","32,278","32,118","33,888","33,882","38,583","35,242","35,428","38,303","35,335","40,319","39,293","42,737","48,872","44,851","60,334","27,765","52,025","26,449","32,557","18,618","26,912","14,848","23,109","7,815","16,564","1,086","8,736",0,0,0,0,0,0,2025-04-03 10:13:54
2025-03,경원선,1907,가능,318,8,"7,880","1,355","11,674","3,538","24,399","7,145","21,421","14,378","13,381","7,950","12,938","6,222","11,642","7,699","12,198","8,253","10,245","9,068","9,489","8,158","10,155","10,712","10,748","12,870","13,018","15,640","9,395","19,919","5,730","18,897","4,650","12,298","3,946","9,099","2,447","8,807","1,113","4,966",219,"2,109",0,0,0,0,0,0,2025-04-03 10:13:54
