사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
2025-05,경부선,1003,용산,364,13,"4,106","5,881","6,431","40,156","23,715","91,509","34,901","146,306","50,979","116,104","34,757","89,955","59,629","80,785","56,127","86,994","69,968","88,742","57,450","84,676","107,289","85,247","114,376","90,760","130,807","97,996","162,348","94,092","108,234","65,397","114,159","45,372","110,215","30,503","78,960","16,904","28,770","7,367","1,096","2,148",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1004,노량진,370,21,"4,881","2,162","7,914","6,139","18,635","8,816","24,117","14,247","14,449","12,547","12,119","10,002","12,589","12,407","13,692","13,396","15,146","12,903","15,196","11,948","15,614","14,174","17,282","19,289","19,853","27,553","19,557","38,331","16,065","21,963","16,616","13,891","17,394","12,535","14,871","11,401","5,153","7,312",348,"1,632",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1005,대방,536,5,"5,046","2,167","9,973","9,380","25,082","32,190","30,944","42,297","19,654","20,375","14,999","11,971","14,658","11,845","15,494","13,018","14,991","13,907","15,085","13,254","15,723","15,124","16,410","18,093","28,970","24,708","35,556","32,808","13,188","20,281","10,212","15,416","8,475","15,152","6,016","13,699","2,030","8,538",149,"2,235",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1006,영등포,"4,337",122,"15,544","7,758","16,405","26,805","41,302","58,277","61,139","121,526","41,806","93,753","45,023","77,136","51,998","84,461","60,501","90,375","64,780","93,821","65,211","84,050","92,072","81,306","104,478","83,108","120,949","92,956","158,957","104,770","96,148","67,686","96,898","42,570","72,036","33,716","57,905","28,097","23,537","15,863",771,"4,399",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1007,신도림,559,7,"2,017",915,"3,528","3,316","8,754","7,415","10,571","15,037","7,215","8,744","5,315","5,743","5,034","5,564","5,360","5,682","5,300","6,309","5,518","6,093","6,024","7,309","6,637","7,968","10,532","10,467","13,733","13,823","7,075","7,939","5,844","5,518","4,517","4,724","3,508","3,944","1,706","2,768",92,"1,348",1,1,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1032,신길,817,5,"8,900","1,684","10,667","6,373","24,294","20,393","31,368","29,946","18,762","12,567","12,803","7,648","11,257","7,296","13,491","8,290","11,891","9,462","10,535","9,228","11,652","11,176","13,541","13,091","19,464","16,753","27,749","22,217","11,003","15,825","8,066","12,006","6,813","12,553","4,882","10,451","1,980","6,602",168,"1,780",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1701,구로,"11,881",104,"21,296","4,539","18,152","14,433","36,776","31,021","37,158","65,563","28,163","38,111","23,200","28,880","22,995","27,311","25,602","24,843","26,621","25,918","26,504","25,167","30,295","28,485","36,188","32,027","51,889","39,858","53,807","41,487","24,798","28,528","20,603","20,897","17,677","19,786","11,880","17,205","4,759","13,603",30,"12,511",0,1,0,0,1,0,2025-06-03 10:16:46
2025-05,경부선,1702,가산디지털단지,"1,280",11,"6,967","2,426","8,073","12,783","16,427","58,884","18,095","150,617","12,733","72,322","12,032","23,534","13,298","17,128","15,023","17,493","16,661","17,639","16,619","17,335","20,403","17,145","30,934","20,852","78,058","25,798","105,974","29,761","43,138","21,096","26,022","15,164","21,691","13,773","14,317","13,327","6,253","7,753",238,"1,350",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1703,금천구청,567,10,"11,369","1,205","18,497","6,435","43,148","16,045","40,935","28,360","26,193","12,054","19,746","9,972","17,485","10,642","17,438","13,246","16,045","13,840","14,702","14,613","14,716","18,042","16,378","24,379","17,463","31,548","25,798","45,022","10,720","30,760","8,370","17,703","6,738","17,824","4,301","14,586","1,589","9,132",58,866,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1704,석수,291,3,"7,784","2,553","15,861","6,263","32,979","11,245","31,736","12,880","20,086","10,188","15,101","8,093","12,964","6,437","12,786","7,561","11,890","7,928","11,264","9,643","12,411","12,127","13,264","14,954","15,942","21,160","14,059","29,603","8,265","22,465","6,159","14,022","5,126","14,249","3,594","12,453","1,404","7,670",98,636,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1705,관악,213,2,"7,920","1,782","13,804","4,361","31,153","7,184","27,873","11,905","17,094","11,524","12,351","10,812","11,052","8,514","12,867","8,016","12,570","8,103","10,962","8,727","11,013","10,598","12,052","13,071","12,518","19,045","10,806","28,273","6,711","20,479","5,449","12,913","4,502","12,032","2,577","10,404","1,190","7,643",77,722,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1706,안양,398,8,"16,577","2,842","37,862","11,981","88,146","20,372","77,426","51,854","47,417","53,922","36,878","36,941","35,810","37,215","41,948","35,298","41,473","42,016","38,521","33,228","46,653","41,851","57,978","46,576","57,318","65,640","43,038","91,318","28,690","64,848","24,386","39,985","23,431","33,216","19,344","27,340","8,287","20,188",493,"3,159",0,0,0,0,0,1,2025-06-03 10:16:46
2025-05,경부선,1707,명학,147,4,"6,852","1,825","10,306","8,063","24,459","24,583","21,547","49,972","12,329","15,070","9,782","9,894","9,554","12,128","10,872","8,753","10,177","9,309","12,906","9,120","11,359","8,269","16,301","9,840","28,132","13,725","33,149","19,499","11,942","16,792","10,011","9,531","7,441","8,155","5,632","8,194","2,327","5,935",170,"1,283",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1708,금정,537,7,"25,207","5,646","39,505","22,137","92,177","47,212","90,583","91,865","59,399","37,357","44,076","25,186","40,101","27,740","40,555","28,875","38,439","32,232","35,160","33,639","37,961","43,232","44,408","52,748","69,246","71,035","76,170","97,484","36,107","73,637","28,984","48,280","23,836","46,033","16,474","39,128","7,810","26,348",618,"11,326",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1709,군포,56,1,"5,417","2,816","8,465","12,158","17,825","31,303","16,996","36,622","10,460","7,970","8,039","4,824","8,067","4,784","8,253","5,196","7,194","5,753","6,857","5,975","8,033","7,480","11,791","8,117","24,786","10,929","31,219","14,045","10,524","11,538","7,675","7,451","4,421","6,550","2,519","6,000","1,084","3,700",56,601,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1710,의왕,137,1,"6,687","2,476","14,052","8,930","27,939","32,789","27,663","28,927","15,676","12,434","12,168","7,955","12,525","8,222","12,789","8,385","11,474","10,138","11,198","9,380","13,079","11,610","18,752","14,553","29,677","19,437","24,081","27,179","11,757","20,611","9,751","14,227","6,644","12,417","4,228","10,603","1,752","7,343",126,"1,417",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1711,성균관대,278,16,"9,843","2,569","29,195","8,319","68,197","11,076","57,968","28,428","31,357","20,808","24,912","17,602","22,644","17,623","24,669","16,360","22,969","21,346","21,456","19,280","22,717","23,964","29,717","30,525","30,798","43,751","27,165","62,911","17,692","48,456","14,547","31,428","13,380","28,704","11,433","24,471","6,345","18,204",349,"2,914",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1712,화서,473,23,"9,621","1,249","25,103","4,041","48,172","6,919","38,053","14,005","19,176","14,439","14,871","13,263","13,571","19,071","14,359","21,064","14,825","23,647","17,033","21,312","21,192","22,411","24,155","25,338","23,517","31,623","23,194","47,934","17,747","34,161","15,080","19,609","14,340","15,306","11,615","13,511","1,948","9,118",133,"1,571",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1713,수원,"2,368",60,"21,250","5,010","38,242","33,349","76,963","59,659","73,129","83,247","54,489","83,409","52,359","81,691","56,432","82,347","62,685","95,107","65,837","88,164","68,346","85,767","85,913","86,531","104,346","100,299","109,172","112,346","111,298","135,413","86,717","96,427","95,296","56,821","75,888","47,272","66,082","36,756","25,315","25,380",723,"7,854",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1714,독산,680,7,"8,744","2,355","19,719","13,018","47,844","40,686","47,732","83,615","27,261","37,349","20,891","13,218","20,325","12,056","20,688","13,838","19,353","14,736","18,353","14,337","19,805","18,071","28,992","21,875","52,391","29,797","60,379","46,025","25,567","35,435","16,158","22,980","11,362","22,600","7,413","21,873","2,946","12,256",124,993,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1715,세류,524,6,"4,193",632,"9,628","3,105","17,361","3,993","12,074","4,797","6,987","3,934","5,488","3,351","5,268","3,672","5,282","4,116","4,661","4,159","4,198","4,226","5,417","4,990","6,371","6,564","7,210","8,415","5,421","13,324","3,526","10,370","2,839","7,598","2,383","7,387","1,427","5,445",549,"3,416",13,998,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1716,병점,"3,387",28,"8,509","3,168","30,443","12,158","53,826","21,478","48,109","32,850","34,648","21,194","29,153","16,669","27,824","17,659","29,095","21,653","24,250","19,124","24,267","22,885","27,519","27,555","31,854","34,059","37,059","46,472","33,715","53,708","21,484","43,838","15,849","33,222","12,850","25,788","9,370","26,166","3,441","18,601",49,"8,223",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1717,세마,230,5,"2,102","1,143","7,089","3,567","11,621","5,313","10,959","10,140","7,723","3,005","5,632","2,460","5,070","2,944","5,479","3,000","5,716","3,670","4,738","3,842","5,358","3,805","6,964","7,622","8,430","9,343","8,761","9,786","3,590","9,400","2,562","6,272","2,004","5,703","1,463","5,460",618,"3,197",60,322,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1718,오산대,267,1,"3,409",972,"8,064","2,711","14,103","4,469","12,255","10,118","8,073","5,339","6,263","6,955","5,993","6,639","6,113","4,992","7,186","5,736","7,200","5,611","8,514","4,878","10,124","7,637","10,098","9,894","9,390","13,366","4,405","10,958","3,671","6,626","3,471","6,174","2,264","4,999","1,156","3,395",114,346,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1719,오산,505,4,"7,749","1,773","17,273","10,438","29,487","26,057","32,119","21,469","23,640","15,207","21,304","13,229","20,305","12,208","20,897","16,263","18,611","16,977","18,223","16,996","19,306","21,528","24,751","25,635","26,400","31,386","26,284","34,880","16,610","26,724","12,186","20,467","9,003","16,712","5,402","11,762","2,426","9,811",159,938,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1720,진위,42,0,"1,100",352,"1,734","3,121","3,208","8,185","3,044","7,915","2,362","2,724","2,013","2,464","1,961","1,366","2,006","1,150","2,302","1,390","2,089","1,294","3,783","1,742","4,406","1,960","7,574","2,565","7,266","2,698","2,827","2,534","1,666","1,664","1,107","1,761",552,"1,093",222,918,16,61,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1721,송탄,77,3,"5,836","1,035","8,275","3,386","13,822","6,325","12,993","10,000","10,495","5,182","9,029","4,595","9,210","5,524","9,036","5,621","8,515","6,118","7,511","6,927","9,530","7,839","11,935","9,815","10,134","12,445","9,681","13,392","5,835","12,869","4,322","10,312","3,579","8,840","2,182","7,635","1,105","6,646",63,461,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1722,서정리,73,3,"4,746","2,945","13,119","7,657","19,045","15,076","19,374","21,702","15,883","11,722","14,985","8,874","14,486","8,944","15,151","11,329","13,028","11,887","13,752","11,261","16,518","13,672","21,416","19,493","31,891","22,352","19,837","22,209","11,234","19,489","9,424","15,371","7,022","12,065","4,801","11,864","2,809","9,221",98,872,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1723,평택지제,14,0,"2,760","4,695","5,594","8,599","12,311","12,826","11,915","7,276","8,501","5,543","7,152","4,125","6,713","4,851","7,342","5,121","5,208","4,725","5,737","5,158","8,021","6,782","8,233","8,473","13,739","10,516","10,340","11,558","7,956","9,494","5,601","6,805","5,116","6,547","4,880","6,373","2,721","3,781",29,442,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1724,평택,134,3,"8,374","3,279","14,440","9,920","29,055","17,260","34,198","26,230","29,796","24,054","27,285","19,578","24,838","24,888","24,685","24,649","26,228","24,946","25,467","27,057","27,192","30,065","31,049","37,259","34,013","42,060","31,441","42,445","21,666","26,848","22,845","23,546","16,182","17,486","13,993","14,911","7,255","8,672",108,"2,869",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1725,성환,36,0,"2,217",998,"4,180","3,585","7,455","12,346","7,338","21,500","7,911","24,065","7,913","10,922","7,767","7,224","11,039","10,542","12,102","10,027","11,057","6,473","15,782","7,247","26,336","7,931","22,141","8,743","15,444","9,432","7,306","7,160","5,811","6,902","3,786","6,130","3,941","6,624","1,946","5,190",112,"1,279",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1726,직산,61,1,812,380,"1,894","1,254","2,914","3,558","2,797","3,763","2,305","1,462","1,917","1,101","1,749","1,087","1,677","1,203","1,657","1,398","1,488","1,374","1,784","1,475","1,770","1,959","4,064","2,613","3,420","2,552","1,348","2,561","1,086","1,572",703,"1,546",392,"1,287",168,"1,146",18,178,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1727,두정,"1,061",8,"5,723","1,386","11,346","4,144","19,319","10,131","18,747","26,131","17,767","25,298","13,820","17,430","14,345","14,673","16,790","16,292","16,178","13,929","15,141","12,650","18,298","12,074","19,985","17,940","21,158","20,222","19,323","26,832","12,587","17,889","10,089","15,306","9,795","11,943","6,674","13,356","3,470","10,799",70,"3,087",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1728,천안,"1,452",6,"3,348",864,"6,603","4,000","13,073","6,867","12,712","17,238","16,715","16,924","13,229","14,210","15,178","15,808","14,731","15,969","14,847","14,901","20,743","14,509","21,714","15,632","25,024","16,373","22,022","22,257","18,788","19,830","12,795","13,551","10,153","10,806","7,350","7,503","4,511","6,674","2,657","4,160",24,"2,922",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1729,당정,29,0,"4,842",913,"11,958","3,499","25,066","9,062","22,331","17,016","13,589","9,981","10,060","7,074","10,153","5,985","10,739","6,895","9,263","6,600","8,769","6,507","10,177","8,299","10,970","10,730","13,532","14,449","14,048","21,618","6,139","17,224","5,020","11,832","4,007","9,925","3,973","9,915","1,421","6,595",98,"1,278",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1749,서동탄,0,0,"1,579",9,"6,070",803,"10,534","1,332","4,483","1,204","3,232",920,"2,213",750,"2,281","1,154","1,968","1,150","1,750","1,244","1,557","1,576","1,871","2,229","1,613","2,759","1,899","3,449","2,020","5,631",923,"5,993",813,"2,715",442,"2,107",398,"2,684",142,"1,557",4,"1,153",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경부선,1750,광명,0,0,14,"1,616","3,551","3,159","11,513","6,469","10,120","7,853","7,744","6,685","4,184","4,431","8,442","2,610","6,041","8,799","5,816",173,"3,808","8,743","6,726","4,178","8,147","5,436","9,229","7,493","9,960","11,903","8,688","6,377","3,005","4,672","7,875","3,256","2,749","4,890","1,315",67,6,4,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1801,개봉,"1,537",10,"19,616","6,045","40,822","13,280","93,532","14,813","87,933","24,643","56,596","22,975","41,251","19,192","36,798","22,373","37,544","27,242","33,931","28,706","29,865","30,785","30,719","40,285","33,231","50,226","35,786","66,793","30,440","92,390","20,004","66,680","16,705","43,754","14,460","39,648","11,598","32,931","4,360","19,257",52,"1,785",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1802,오류동,520,6,"12,985","1,689","19,715","4,290","48,711","5,920","48,401","11,585","31,411","11,539","24,137","9,709","21,541","10,219","21,672","14,267","19,423","15,854","16,956","15,584","17,281","19,813","17,099","22,891","16,076","29,052","13,932","43,170","8,638","36,130","6,568","24,143","5,828","21,759","3,787","19,583","1,810","13,104",57,"1,744",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1803,역곡,"1,109",21,"30,628","3,163","46,393","9,604","107,712","15,031","106,241","37,760","64,994","36,687","46,252","27,021","41,540","28,060","43,554","31,684","41,356","34,326","35,760","34,630","37,487","43,509","42,507","58,488","44,332","75,895","37,482","110,154","24,751","84,109","20,138","51,830","16,646","50,008","14,466","41,672","7,700","27,901",501,"4,331",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1804,부천,"3,741",27,"41,500","4,965","42,991","11,927","94,534","18,518","98,692","47,422","66,231","48,230","52,012","43,671","52,576","42,846","56,004","54,857","55,186","56,595","52,594","52,932","57,314","62,627","61,385","69,186","59,988","93,046","58,118","110,738","39,564","87,405","32,688","57,781","28,755","50,884","23,048","44,420","10,972","28,330",943,"5,613",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1805,송내,"1,794",8,"17,077","8,224","40,143","16,056","100,354","29,585","85,697","74,405","54,105","41,345","40,371","25,040","40,903","21,999","40,155","26,573","35,278","28,982","32,607","29,562","35,886","34,234","39,199","43,728","48,183","62,820","70,353","89,062","28,725","77,040","22,344","48,042","18,405","41,835","13,829","35,526","6,575","24,014",634,"3,888",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1806,부평,"10,826",57,"24,350","4,368","37,437","10,501","87,684","19,957","79,878","34,555","51,476","39,171","43,962","37,399","44,963","44,362","47,485","51,073","47,598","57,904","48,266","59,227","55,626","59,518","58,641","73,635","61,155","92,129","56,037","118,592","42,804","93,165","40,332","56,116","37,283","49,774","30,287","39,422","16,487","25,473","2,524","8,409",0,3,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1807,백운,218,25,"9,031","1,280","15,417","2,213","28,480","4,513","27,388","10,551","17,533","6,925","14,176","6,196","13,020","7,773","12,638","8,381","11,578","8,923","10,145","10,041","10,010","12,410","10,494","15,647","10,907","19,526","9,016","25,674","5,523","23,083","4,217","13,952","3,811","13,074","2,673","9,960","1,356","6,941",144,"2,426",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1808,동암,599,4,"21,809","3,058","28,767","7,203","56,886","12,804","55,938","16,823","35,004","14,475","28,732","15,426","26,595","17,857","27,927","19,842","25,684","20,067","22,426","21,645","21,426","26,483","22,906","35,453","23,865","45,811","21,496","56,838","14,110","48,800","11,963","33,242","9,998","30,025","7,596","25,594","4,071","15,481",403,"5,087",1,1,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1809,주안,"1,206",31,"15,968","3,177","29,200","8,433","58,011","17,840","54,706","29,384","37,167","24,536","31,210","19,645","32,930","20,699","35,327","22,252","32,785","21,862","29,107","23,537","31,929","26,169","34,060","34,367","39,051","43,262","35,844","56,321","22,332","54,300","20,079","32,037","18,597","29,399","14,601","26,607","7,867","19,247",727,"6,403",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1810,제물포,"1,022",12,"8,280","1,934","17,819","5,483","37,309","15,197","31,988","35,264","21,094","17,755","17,606","11,026","18,057","10,365","18,514","13,517","17,674","14,050","15,557","13,102","19,813","14,794","26,078","20,056","23,907","24,374","24,303","31,706","10,571","28,085","8,543","17,049","7,350","15,700","4,409","15,183","1,828","10,316",81,"3,435",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1811,동인천,"1,859",24,"7,355","2,401","17,826","11,296","40,164","22,766","33,392","30,440","23,481","17,888","21,304","19,753","22,360","22,043","24,785","21,328","24,520","23,725","24,607","21,476","30,016","22,918","31,616","26,441","35,662","29,282","35,827","34,577","18,247","32,783","13,552","19,521","10,675","16,391","6,363","15,406","2,513","9,361",5,"3,597",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1812,인천,435,2,"1,377",950,"3,372","3,210","5,422","7,500","5,178","10,656","4,501","10,139","5,212","11,099","6,070","13,662","8,281","13,232","10,339","11,176","14,749","9,331","16,171","7,267","18,446","6,513","17,765","5,598","15,669","4,666","7,940","3,650","6,445","2,759","3,823","2,209","1,948","1,785",577,"1,328",3,"1,005",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1813,구일,295,10,"4,893","2,459","11,028","6,937","26,387","9,140","23,993","14,785","14,962","15,384","12,271","10,361","11,828","11,537","11,784","21,793","10,409","27,539","10,183","13,149","13,485","14,952","24,327","21,668","34,057","35,766","13,456","45,026","12,020","22,269","7,914","12,475","26,262","11,430","22,843","9,358","3,351","6,372",44,639,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1814,소사,"1,269",15,"14,132","2,675","12,918","6,044","26,927","7,290","25,310","10,244","18,298","9,390","14,870","8,844","13,194","8,618","14,073","10,548","13,625","11,187","11,963","10,982","12,272","12,994","14,272","15,560","13,509","19,468","11,174","24,603","6,866","18,689","4,908","13,760","4,207","12,579","2,583","11,345","1,229","6,888",96,"2,120",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1815,부개,"2,064",11,"10,974","1,515","16,869","3,261","39,811","6,052","33,425","10,929","20,736","6,929","16,145","6,705","14,567","8,243","14,709","10,015","13,679","10,112","11,207","12,458","11,139","14,419","13,044","18,536","11,469","23,599","10,726","29,724","6,317","25,468","5,056","16,042","3,880","14,917","2,563","12,410","1,419","8,830",164,"2,279",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1816,간석,305,3,"6,234","1,211","11,264","2,651","20,742","4,477","20,515","9,433","12,226","5,425","10,324","5,634","10,038","5,680","10,014","6,814","9,662","7,771","8,708","8,399","9,088","9,441","9,830","12,376","9,121","14,785","9,050","18,505","4,857","16,556","4,232","10,812","3,425","8,966","2,544","7,499","1,350","5,488",117,"2,101",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1817,도원,712,36,"2,095","1,887","3,716","3,233","7,734","7,161","7,890","19,874","5,785","4,482","5,362","4,820","5,583","4,280","5,941","4,435","5,941","5,280","5,410","6,037","8,113","8,229","12,086","7,688","10,802","6,142","12,522","6,333","4,801","6,179","2,309","4,403","1,836","3,483","1,077","3,141",471,"2,196",34,"1,397",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1821,온수(성공회대입구),279,1,"5,895","1,529","8,941","3,847","22,280","9,658","20,935","13,404","14,801","8,428","11,823","6,630","11,339","6,678","12,736","8,605","11,220","8,501","10,694","9,471","12,130","10,887","14,451","12,594","13,270","14,970","11,314","21,407","6,140","16,562","4,838","11,358","5,886","10,129","3,164","9,122","1,687","5,632",111,981,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1822,중동,"1,172",33,"11,821","1,587","18,728","4,663","41,920","5,920","34,413","11,223","22,397","8,511","16,845","8,568","16,334","8,974","16,185","10,400","14,679","12,621","13,193","12,616","12,775","15,203","12,922","18,664","13,140","25,172","11,562","32,989","7,204","26,096","5,649","17,109","4,388","15,529","2,942","13,073","1,302","8,591",117,"2,019",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경인선,1823,도화,392,3,"4,828",604,"7,363","1,858","16,210","4,252","13,907","7,713","9,777","4,058","8,211","4,023","8,074","4,695","7,829","6,151","7,346","5,767","6,804","6,665","6,820","7,275","7,778","9,810","7,307","10,580","6,956","11,390","3,520","10,667","2,957","6,788","2,091","5,589","1,366","5,037",696,"4,060",59,"1,886",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1008,이촌(국립중앙박물관),74,5,"1,273",584,"4,005","2,943","9,190","5,095","11,273","8,501","8,994","5,456","7,433","4,471","7,431","4,403","7,199","4,602","7,759","5,318","7,121","5,398","8,372","6,423","9,615","6,360","10,756","7,040","10,117","9,432","5,754","6,767","5,662","5,050","4,951","4,382","3,013","4,160",984,"2,657",93,793,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1009,서빙고,91,0,"1,065",751,"2,356","4,409","3,479","4,456","3,977","9,373","3,921","4,797","3,730","4,132","3,042","2,783","3,763","3,050","4,127","4,751","4,277","4,087","5,077","5,179","7,588","4,329","9,284","4,128","7,768","4,938","3,313","4,066","3,229","2,191","3,053","2,064","1,501","1,629",390,"1,002",26,246,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1010,한남,93,0,896,748,"1,865","4,914","2,755","11,204","3,255","14,244","3,307","11,614","3,794","6,502","4,726","5,368","5,275","5,363","4,634","5,719","5,877","4,615","7,748","4,835","8,786","5,028","14,097","5,920","13,258","6,465","6,969","4,263","5,866","2,372","5,726","2,344","4,736","1,417","1,831",955,97,303,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1011,옥수,0,0,0,3,5,77,37,50,159,362,29,21,31,270,38,198,36,106,20,13,19,15,30,40,544,68,418,52,69,50,404,21,46,24,52,10,26,14,21,0,0,0,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1012,응봉,106,0,"1,415",199,"3,191","1,093","7,234","1,418","7,333","2,315","5,430","2,482","4,028","2,408","3,523","2,567","3,328","3,018","3,134","3,065","3,056","4,046","3,456","3,689","3,785","4,705","3,481","5,274","3,192","5,873","2,113","4,774","1,960","3,231","1,263","2,585",700,"2,074",330,"1,267",40,463,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1013,왕십리(성동구청),"1,022",7,"6,200","1,759","9,506","6,553","26,681","13,713","40,835","22,046","27,282","21,790","19,123","21,335","20,022","23,356","24,810","26,375","27,077","26,235","28,497","27,043","32,184","31,031","37,325","35,663","40,557","47,954","37,280","65,339","29,989","46,143","30,197","29,745","31,476","25,372","27,655","22,530","12,989","12,515","1,512","4,549",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1014,청량리(서울시립대입구),"1,494",6,"5,756","2,465","9,042","16,697","30,137","19,540","44,897","26,421","33,207","37,413","40,572","34,607","34,410","43,049","33,863","35,658","36,289","35,800","37,673","42,562","40,465","38,645","42,069","45,188","41,722","45,304","42,786","55,217","34,603","39,718","30,088","22,863","20,792","21,714","13,178","14,255","7,329","7,802",275,"3,692",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1016,외대앞,506,32,"4,657","2,622","8,756","10,492","23,512","7,176","26,073","29,715","16,888","14,685","14,364","19,643","16,128","21,392","17,922","17,181","17,243","13,969","21,214","18,304","23,167","15,458","27,914","18,008","33,077","23,082","22,748","28,933","14,564","21,991","12,684","15,507","13,173","15,730","12,763","16,662","5,953","11,873",368,"3,065",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1017,신이문,"1,546",9,"8,502","1,158","14,816","3,431","34,916","4,345","38,754","7,910","23,662","5,359","16,829","6,205","14,561","7,658","14,031","8,892","12,843","9,685","10,873","10,972","10,822","15,675","11,154","19,276","10,259","22,458","9,057","30,569","5,941","22,828","4,431","16,262","3,147","14,409","2,362","13,916","1,214","8,368",112,"2,142",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,경원선,1018,석계,"1,510",11,"6,037","2,174","11,126","4,850","21,107","5,578","23,876","8,599","16,903","7,515","14,713","7,609","13,883","9,580","13,703","9,792","12,929","11,487","12,196","12,691","11,945","16,327","13,265","20,399","13,373","24,575","11,163","32,603","8,343","23,747","6,808","16,957","6,148","15,101","5,628","12,784","3,048","8,116",149,"2,176",0,0,0,0,0,0,2025-06-03 10:16:46
