사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
2025-05,2호선,0211,성수,69,0,"5,165","4,920","9,313","37,082","21,038","74,288","28,346","236,784","24,711","159,587","24,426","112,195","30,492","107,655","43,143","111,190","58,082","117,160","74,790","114,559","98,343","112,591","128,198","103,270","180,750","98,363","269,583","91,571","157,860","53,614","132,538","28,278","107,249","20,134","69,452","15,799","24,153","12,380","3,308","6,078",0,943,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0212,건대입구,378,9,"16,590","1,903","23,580","14,877","54,172","24,441","91,550","60,035","67,987","51,599","46,085","51,011","43,960","53,194","51,483","60,291","55,338","64,816","59,498","66,122","64,738","72,953","75,531","85,655","84,565","113,716","92,167","154,544","73,348","108,413","75,663","72,995","83,655","67,858","80,415","60,311","50,078","36,375","7,946","12,522",15,"1,076",0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0213,구의(광진구청),81,4,"13,964","1,409","28,639","13,291","73,614","19,677","117,430","42,636","76,845","24,550","45,090","23,741","37,151","23,339","38,311","27,267","37,708","30,920","35,754","33,129","36,140","41,576","41,323","48,216","42,575","65,845","48,193","100,012","27,506","71,832","21,716","51,940","20,109","48,934","16,810","44,683","8,844","25,554","1,377","7,613",5,143,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0214,강변(동서울터미널),31,1,"8,980","1,802","22,367","24,247","64,876","25,268","99,819","41,576","76,909","37,318","63,534","35,141","55,154","34,405","51,366","38,279","48,325","42,591","44,183","47,076","48,584","56,055","52,126","59,473","55,929","74,124","59,156","94,109","40,830","64,847","33,152","47,412","26,709","38,753","18,144","33,988","7,096","18,280",787,"4,606",1,85,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0215,잠실나루,9,0,"3,664","3,175","13,926","19,920","39,265","23,007","48,400","36,930","32,276","23,194","26,786","17,934","25,190","16,291","23,720","20,251","21,874","22,245","22,742","20,430","25,707","22,154","34,099","24,218","38,671","30,152","30,034","41,146","15,336","29,705","11,531","19,355","8,631","18,567","6,076","17,661","2,951","9,778",436,"3,030",1,25,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0216,잠실(송파구청),86,2,"14,353","5,445","53,528","39,897","120,887","85,675","164,687","190,173","122,439","177,611","92,396","138,323","93,973","134,938","111,434","135,710","122,813","145,228","138,178","145,685","170,212","159,459","193,102","172,105","222,565","206,439","250,428","246,031","184,702","164,466","180,536","114,273","167,358","102,368","112,739","90,051","36,153","50,473","5,162","10,581",2,73,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0217,잠실새내,66,0,"6,161","1,058","19,957","9,162","62,924","18,166","84,157","28,945","55,682","31,570","40,686","26,504","37,459","30,425","38,843","36,383","37,886","39,564","35,172","42,249","37,331","49,921","41,648","59,771","44,987","73,794","45,943","88,728","34,894","60,509","30,750","39,952","31,706","35,649","31,087","32,404","16,873","18,555","2,867","5,618",1,45,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0218,종합운동장,13,3,"1,704","1,452","6,263","16,145","17,516","22,123","22,842","32,687","16,424","16,228","13,351","15,116","13,199","17,805","15,481","42,411","16,843","62,749","15,246","26,486","21,439","38,420","57,639","70,463","63,348","101,741","23,507","94,057","30,066","27,044","50,127","13,572","114,425","13,729","58,132","11,822","5,120","5,798",481,"1,735",0,94,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0219,삼성(무역센터),86,1,"4,678","5,644","7,230","52,393","14,697","137,520","20,071","302,161","21,421","245,448","26,131","127,270","40,411","92,499","54,259","84,672","69,872","90,403","87,748","77,239","111,128","66,348","146,099","63,593","230,119","66,544","276,380","61,498","149,192","35,100","121,106","20,475","99,291","15,909","64,284","12,704","16,206","6,777","2,203","4,594",0,"1,052",0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0220,선릉,143,5,"4,649","5,858","12,333","44,418","23,634","125,846","37,281","265,441","37,393","202,343","41,600","99,972","51,313","69,464","63,338","66,080","72,186","76,409","79,990","60,667","105,524","54,070","131,743","54,377","204,232","60,939","273,669","60,188","140,327","39,237","93,406","26,356","85,434","23,414","71,676","20,827","25,532","11,985","3,957","5,011",1,162,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0221,역삼,29,3,"3,734","5,559","9,009","44,350","16,347","150,066","26,500","340,448","25,202","282,350","27,042","114,576","35,191","64,126","41,605","58,539","49,260","62,455","59,750","49,795","75,545","43,518","99,233","42,972","211,389","51,906","253,506","56,628","141,925","36,458","83,706","24,399","77,918","20,857","51,891","17,655","19,379","10,633","3,356","3,348",2,44,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0222,강남,139,4,"8,490","11,704","18,191","55,157","40,635","151,752","61,611","306,968","55,740","319,049","58,759","155,727","76,646","106,351","93,582","103,280","108,093","118,515","119,795","108,577","144,438","103,252","170,141","113,401","249,389","143,024","311,231","172,857","208,710","104,727","161,850","64,938","178,635","54,289","156,240","45,503","70,626","25,367","11,752","7,025",8,106,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0223,교대(법원.검찰청),24,0,"2,755","6,705","11,558","28,338","25,517","57,465","36,188","155,736","31,171","128,133","29,110","69,411","34,072","59,193","37,635","54,911","44,777","59,688","52,138","52,745","55,038","51,186","59,929","52,598","94,798","66,083","128,759","70,127","62,953","42,298","53,620","27,764","52,583","25,127","38,648","24,102","15,866","13,273","2,939","3,656",0,34,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0224,서초,5,1,"1,804","4,842","9,320","25,650","18,340","53,083","29,875","109,425","28,200","83,140","22,105","42,959","30,497","33,795","28,784","27,239","36,641","29,835","35,719","30,140","46,041","27,989","51,971","29,251","75,703","29,189","92,055","29,655","41,288","20,581","30,968","12,920","30,644","11,790","18,949","11,737","6,284","6,435","1,009","1,612",0,23,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0225,방배,6,1,"2,810","3,647","9,245","13,246","22,742","28,253","31,340","76,791","24,800","61,266","20,359","35,421","22,225","27,209","25,166","29,015","28,251","26,197","31,446","26,058","36,555","25,638","43,800","26,725","53,212","34,056","62,976","36,774","31,286","24,928","24,999","17,875","24,834","16,389","20,799","16,869","8,142","9,821","1,648","2,888",0,15,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0226,사당,122,4,"13,469","4,328","32,521","37,753","81,040","51,568","103,933","74,369","80,359","56,865","56,707","50,100","53,505","61,113","59,732","61,787","63,059","59,812","67,493","59,623","68,190","72,140","73,420","94,571","85,765","136,824","101,512","178,370","73,280","120,439","71,470","78,193","76,414","74,320","70,541","71,816","39,224","44,107","6,716","12,836",5,730,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0227,낙성대(강감찬),47,3,"11,995","2,390","28,316","10,189","83,246","20,228","122,335","41,779","82,536","36,438","48,832","31,015","41,591","27,674","46,207","30,619","45,160","32,116","40,117","34,306","41,241","41,067","43,618","48,090","49,967","65,788","53,483","98,581","31,902","82,662","26,091","58,031","23,150","56,344","17,156","56,297","9,122","34,502","1,679","9,791",0,117,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0228,서울대입구(관악구청),"4,258",35,"27,615","2,787","46,068","15,611","124,049","29,150","170,547","72,373","120,968","68,500","74,493","57,806","65,404","49,493","75,463","54,055","73,371","60,011","69,356","60,013","74,230","69,720","80,340","80,916","89,583","111,455","96,029","165,995","58,641","133,076","51,214","89,584","51,829","86,755","44,463","87,417","24,531","51,057","4,271","20,923",0,"3,276",0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0229,봉천,113,3,"15,400","1,536","29,675","7,095","83,043","13,999","121,427","28,468","78,359","23,070","45,984","21,490","39,617","23,823","40,848","25,985","39,099","28,885","34,674","31,761","33,478","40,323","34,630","47,892","34,628","62,065","33,881","90,734","21,719","72,131","18,476","48,262","15,408","46,350","11,744","43,388","5,331","25,348",957,"8,059",5,653,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0230,신림,211,18,"37,804","4,241","70,119","18,771","178,057","31,154","262,534","45,816","168,850","45,771","98,694","43,605","83,752","48,827","89,398","54,637","83,503","61,616","76,459","67,856","74,697","85,669","79,313","105,203","80,685","141,037","81,474","221,035","56,677","187,123","49,723","131,918","45,933","127,680","38,774","118,867","21,867","76,829","4,591","25,161",10,462,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0231,신대방,254,6,"25,256","2,138","36,344","9,673","88,859","15,654","128,135","25,606","85,102","20,366","49,381","21,281","40,638","22,878","41,423","25,594","39,889","29,402","35,136","33,659","35,183","42,718","36,762","50,007","37,659","63,593","33,593","92,789","22,302","77,634","17,715","56,662","14,334","60,365","11,024","56,550","5,528","33,180",877,"9,464",3,236,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0232,구로디지털단지,388,11,"40,599","5,141","53,823","20,559","137,245","79,454","180,922","210,712","118,912","133,589","76,414","57,777","69,126","48,057","74,521","53,744","73,275","67,402","66,673","64,942","72,759","70,549","86,910","86,222","134,497","115,126","190,796","161,793","98,165","126,461","62,949","88,918","52,039","90,865","40,254","86,378","19,015","50,801","3,477","14,434",6,249,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0233,대림(구로구청),786,45,"37,601","3,587","31,008","10,980","66,737","23,168","96,152","51,590","66,601","36,708","44,717","35,272","38,158","37,590","40,240","35,892","39,568","35,755","35,904","36,788","37,059","45,977","40,055","53,873","44,726","65,951","48,975","70,086","26,701","52,374","20,474","41,779","15,503","52,106","11,324","47,072","5,623","24,007",811,"5,796",1,168,0,1,0,0,2025-06-03 10:16:46
2025-05,2호선,0234,신도림,"4,156",23,"37,897","5,488","56,724","21,017","140,184","44,591","149,686","103,549","97,591","77,747","69,916","64,930","68,351","67,421","76,348","67,453","79,110","73,922","81,117","72,359","84,549","82,737","90,828","96,571","109,298","122,577","124,784","173,813","77,922","120,498","69,856","78,124","57,110","73,955","46,964","71,075","24,281","52,039","2,844","22,735",15,"2,837",0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0235,문래,7,0,"4,669","2,998","15,162","11,567","43,012","40,101","50,429","127,645","30,055","61,691","23,368","28,146","22,295","24,726","27,684","27,928","28,157","30,189","29,157","29,537","31,090","31,661","37,804","36,382","64,520","46,157","106,630","65,600","41,778","43,556","30,776","24,511","34,365","21,934","27,695","19,434","13,763","11,072","2,118","3,700",2,125,1,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0236,영등포구청,60,1,"5,450","3,758","13,747","15,126","39,684","40,025","50,853","120,631","33,572","56,112","25,713","30,220","27,142","27,426","29,785","28,030","31,833","30,481","32,117","28,056","34,901","30,182","40,514","34,047","59,677","41,915","98,716","58,861","38,733","39,677","29,772","25,686","26,669","22,932","19,189","21,321","9,171","14,257","1,585","5,019",5,191,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0237,당산,44,7,"8,621","3,683","19,238","15,147","48,751","28,604","59,037","72,052","37,774","35,539","29,650","18,287","27,986","17,910","28,506","20,780","26,879","23,965","24,263","24,268","26,158","29,126","32,054","36,204","44,304","52,975","56,079","75,204","28,282","50,742","22,383","36,434","21,313","34,904","18,175","32,089","9,441","21,408","1,461","5,314",6,159,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0238,합정,185,17,"11,909","3,286","17,765","13,788","39,038","31,248","50,573","90,099","35,295","84,552","29,357","54,625","33,013","53,231","38,324","57,922","42,813","64,259","45,806","59,402","50,712","60,723","60,380","71,649","79,671","88,839","111,907","116,571","79,303","79,595","69,924","47,956","75,833","39,354","71,117","34,947","38,513","24,582","6,153","9,169",1,192,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0239,홍대입구,"1,148",32,"29,933","3,515","31,942","18,758","60,033","42,726","79,459","110,293","66,100","154,977","64,290","129,889","72,973","153,820","85,710","176,253","101,365","194,618","114,424","185,794","140,795","186,115","174,517","193,407","201,530","221,181","219,103","248,832","191,402","179,127","194,290","120,147","218,162","99,818","208,083","81,948","107,786","57,943","13,496","20,937",8,"2,201",0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0240,신촌,119,2,"8,307","2,856","15,308","14,846","35,791","35,798","53,013","88,131","41,893","99,335","43,285","78,480","51,197","71,078","62,854","72,884","68,535","80,369","70,596","71,505","80,227","67,234","95,100","74,133","109,439","93,447","105,573","120,243","75,224","81,568","79,450","52,331","83,527","47,568","82,575","42,633","42,050","28,486","7,291","7,436",12,246,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0241,이대,14,0,"3,576",958,"10,009","7,176","27,670","16,437","37,808","46,043","25,361","56,749","22,515","45,074","24,499","30,614","31,707","35,756","31,366","38,122","30,959","29,788","40,357","31,045","42,943","32,432","53,879","39,557","47,911","50,118","30,094","34,397","26,648","25,298","27,369","25,903","21,005","25,376","8,040","18,430","1,148","5,243",0,191,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0242,아현,14,1,"4,936","1,078","12,019","5,735","29,424","12,150","42,556","21,386","26,326","14,952","19,594","12,782","18,513","11,299","20,029","13,636","18,438","15,282","16,948","15,887","19,694","17,989","22,667","20,955","22,658","27,072","21,347","34,599","13,647","25,361","10,352","19,266","8,463","18,053","6,387","16,496","2,487","9,309",366,"2,848",1,49,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0243,충정로(경기대입구),20,1,"3,689","1,056","6,917","6,862","15,996","24,789","22,661","59,253","15,786","26,454","12,913","12,837","12,922","11,721","13,930","11,691","14,160","14,585","13,814","12,773","15,181","13,163","18,836","15,039","32,159","18,274","45,149","22,014","15,600","15,111","10,951","11,616","9,607","11,410","6,133","10,682","3,099","6,890",602,"2,068",1,78,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0244,용답,15,0,"2,295",447,"3,767","1,477","8,460","2,033","13,666","3,806","7,864","5,245","5,921","3,253","5,139","3,038","5,553","3,458","5,560","4,251","4,947","4,068","5,007","5,123","6,645","6,570","6,335","7,824","4,838","11,445","3,126","7,621","2,267","5,804","1,662","6,816","1,331","6,772",585,"3,803",146,"1,140",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0245,신답,17,2,"1,198",53,"2,155",691,"6,263","1,038","10,164","1,622","4,601","1,090","2,889","1,080","2,475","1,136","2,305","1,522","2,376","1,617","2,068","1,994","1,841","2,907","2,155","3,699","2,314","5,054","2,068","9,542","1,058","6,478",662,"3,532",565,"3,945",405,"3,193",179,"1,883",34,503,0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0246,신설동,51,0,"1,136",307,"1,628","1,953","4,956","5,503","8,905","13,432","6,010","9,638","5,678","8,763","7,031","7,892","8,500","7,842","8,559","8,320","9,202","6,954","9,381","6,398","10,521","5,872","12,719","6,309","13,103","7,800","4,850","5,445","3,203","4,293","2,758","4,013","1,913","3,966",864,"2,407",97,865,1,158,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0247,도림천,0,0,448,375,"1,422",990,"3,419","4,284","3,636","5,726","2,393","2,367","2,561","1,468","2,199","1,642","2,199","1,968","1,893","1,821","2,301","2,060","2,489","1,591","3,108","2,038","3,228","2,619","3,540","3,307","1,528","2,683","1,044","1,961",876,"1,651",548,"1,282",217,941,37,282,0,10,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0248,양천구청,29,0,"5,305",811,"12,325","2,881","32,451","5,620","30,528","9,319","18,751","5,436","13,590","4,615","11,950","5,765","12,033","7,141","10,570","8,819","8,897","10,034","8,741","12,480","9,966","15,778","9,717","20,731","9,003","29,955","4,319","23,571","3,368","15,313","2,527","13,622","2,330","11,481",761,"8,152",148,"2,658",0,12,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0249,신정네거리,135,2,"9,192",883,"18,693","2,390","49,830","4,555","45,899","12,067","27,083","9,010","19,438","8,056","17,372","9,342","17,482","10,813","16,025","12,978","13,722","14,384","12,418","18,549","13,625","24,157","13,000","32,035","11,811","49,046","7,717","35,070","6,065","21,693","4,846","19,134","3,726","17,770","1,654","11,072",355,"3,345",1,147,0,0,0,0,2025-06-03 10:16:46
2025-05,2호선,0250,용두(동대문구청),38,1,"1,071",101,"1,969","1,018","5,409","2,689","8,835","5,221","5,465","3,507","4,503","4,129","4,256","3,728","4,849","3,612","4,893","4,486","5,111","4,318","5,694","4,919","5,495","4,941","5,224","6,022","5,523","8,595","2,589","5,811","1,934","3,782","1,627","3,553",922,"2,667",346,"1,775",82,578,0,7,0,0,0,0,2025-06-03 10:16:46
2025-05,3호선,0309,지축,24,0,"3,381",841,"12,164","4,358","31,709","6,530","32,930","12,382","18,326","8,731","13,134","7,043","11,119","6,862","11,746","8,254","10,766","10,001","10,443","9,991","11,080","12,698","11,811","16,229","12,561","20,676","11,794","31,053","8,237","23,984","6,497","16,278","5,781","14,673","4,406","12,424","1,924","6,885",311,"1,222",0,0,0,0,0,0,2025-06-03 10:16:46
2025-05,3호선,0310,구파발,227,5,"12,912","1,847","35,304","12,548","82,499","23,095","82,241","30,774","48,558","29,011","35,746","30,227","35,101","28,730","35,842","29,461","34,809","32,389","35,298","33,998","39,073","34,428","42,697","42,259","41,792","51,310","31,777","75,064","22,028","60,387","17,543","37,679","15,427","33,338","12,231","30,500","3,225","20,905",595,"8,486",0,547,0,0,0,0,2025-06-03 10:16:46
2025-05,3호선,0311,연신내,297,12,"25,987","2,467","50,803","14,774","116,843","29,860","144,209","45,298","90,919","42,391","65,969","39,685","61,862","42,156","67,156","44,563","60,961","48,216","56,594","52,111","59,026","63,792","65,892","74,874","61,088","91,997","57,753","133,709","40,923","106,790","33,146","68,762","29,005","65,220","23,903","54,325","12,118","35,838","2,015","11,512",0,12,0,0,0,0,2025-06-03 10:16:46
